old_package,old_class,new_class,status,notes
common.entity,LOTRNPCSelectForInfluence,,missing,
common.entity,LOTRPlateFallingInfo,,referenced,named in: LOTRPlateHeadRenderer
common.entity,LOTRRandomSkinEntity,,missing,
common.entity,LOTRScarecrows,,missing,
common.entity.ai,LOTREntityAIAttackOnCollide,,missing,
common.entity.ai,LOTREntityAIAvoidHuorn,,missing,
common.entity.ai,LOTREntityAIAvoidWithChance,,missing,
common.entity.ai,LOTREntityAIBalrogCharge,,missing,
common.entity.ai,LOTREntityAIBanditFlee,,missing,
common.entity.ai,LOTREntityAIBanditSteal,,missing,
common.entity.ai,LOTREntityAIBossJumpAttack,,missing,
common.entity.ai,LOTREntityAIBreeEat,,missing,
common.entity.ai,LOTREntityAIBurningPanic,,missing,
common.entity.ai,LOTREntityAIConsumeBase,,base,extended by: LOTREntityAIDrink LOTREntityAIEat LOTREntityAIHobbitSmoke
common.entity.ai,LOTREntityAIDrink,,missing,
common.entity.ai,LOTREntityAIEat,,missing,
common.entity.ai,LOTREntityAIEntHealSapling,,missing,
common.entity.ai,LOTREntityAIFarm,,missing,
common.entity.ai,LOTREntityAIFarmhandAttackRabbit,,missing,
common.entity.ai,LOTREntityAIFlee,,missing,
common.entity.ai,LOTREntityAIFollowHiringPlayer,,missing,
common.entity.ai,LOTREntityAIGandalfSmoke,,missing,
common.entity.ai,LOTREntityAIGollumAvoidEntity,,missing,
common.entity.ai,LOTREntityAIGollumFishing,,missing,
common.entity.ai,LOTREntityAIGollumFollowOwner,,missing,
common.entity.ai,LOTREntityAIGollumPanic,,missing,
common.entity.ai,LOTREntityAIGollumRemainStill,,missing,
common.entity.ai,LOTREntityAIHiredHorseRemainStill,,missing,
common.entity.ai,LOTREntityAIHiredRemainStill,,missing,
common.entity.ai,LOTREntityAIHiringPlayerHurtByTarget,,missing,
common.entity.ai,LOTREntityAIHiringPlayerHurtTarget,,missing,
common.entity.ai,LOTREntityAIHobbitChildFollowGoodPlayer,,missing,
common.entity.ai,LOTREntityAIHobbitSmoke,,missing,
common.entity.ai,LOTREntityAIHobbitTargetRuffian,,missing,
common.entity.ai,LOTREntityAIHorseFollowHiringPlayer,,missing,
common.entity.ai,LOTREntityAIHorseMoveToRiderTarget,,missing,
common.entity.ai,LOTREntityAILionChase,,missing,
common.entity.ai,LOTREntityAIMFMate,,missing,
common.entity.ai,LOTREntityAINPCAvoidEvilPlayer,,missing,
common.entity.ai,LOTREntityAINPCFollowParent,,missing,
common.entity.ai,LOTREntityAINPCFollowSpouse,,missing,
common.entity.ai,LOTREntityAINPCHurtByTarget,,missing,
common.entity.ai,LOTREntityAINPCMarry,,missing,
common.entity.ai,LOTREntityAINPCMate,,missing,
common.entity.ai,LOTREntityAINearestAttackableTargetBandit,,missing,
common.entity.ai,LOTREntityAINearestAttackableTargetBasic,,missing,
common.entity.ai,LOTREntityAINearestAttackableTargetHuorn,,missing,
common.entity.ai,LOTREntityAINearestAttackableTargetOrc,,missing,
common.entity.ai,LOTREntityAINearestAttackableTargetTroll,,missing,
common.entity.ai,LOTREntityAINearestAttackableTargetWoodElf,,missing,
common.entity.ai,LOTREntityAIOrcAvoidGoodPlayer,,missing,
common.entity.ai,LOTREntityAIOrcPlaceBomb,,missing,
common.entity.ai,LOTREntityAIOrcSkirmish,,missing,
common.entity.ai,LOTREntityAIRabbitEatCrops,,missing,
common.entity.ai,LOTREntityAIRangedAttack,,missing,
common.entity.ai,LOTREntityAISauronUseMace,,missing,
common.entity.ai,LOTREntityAITrollFleeSun,,missing,
common.entity.ai,LOTREntityAIUntamedPanic,,missing,
common.entity.ai,LOTREntityAIWargBombardierAttack,,missing,
common.entity.ai,LOTRNPCTargetSelector,,missing,
common.entity.animal,LOTRAmbientCreature,,missing,
common.entity.animal,LOTRAmbientSpawnChecks,,missing,
common.entity.animal,LOTRAnimalSpawnConditions,,missing,
common.entity.animal,LOTREntityAnimalMF,,base,extended by: LOTREntityDeer LOTREntityLionBase
common.entity.animal,LOTREntityAurochs,,missing,
common.entity.animal,LOTREntityBear,,missing,
common.entity.animal,LOTREntityBird,,referenced,named in: LOTRAnimalJarItem LOTREntityTags
common.entity.animal,LOTREntityButterfly,,referenced,named in: LOTREntityTags
common.entity.animal,LOTREntityCamel,,missing,
common.entity.animal,LOTREntityCrebain,,missing,
common.entity.animal,LOTREntityCrocodile,,missing,
common.entity.animal,LOTREntityDeer,,missing,
common.entity.animal,LOTREntityDesertScorpion,,missing,
common.entity.animal,LOTREntityDikDik,,missing,
common.entity.animal,LOTREntityElk,,missing,
common.entity.animal,LOTREntityFish,,missing,
common.entity.animal,LOTREntityFlamingo,,missing,
common.entity.animal,LOTREntityGemsbok,,missing,
common.entity.animal,LOTREntityGiraffe,,missing,
common.entity.animal,LOTREntityGorcrow,,missing,
common.entity.animal,LOTREntityHorse,,missing,
common.entity.animal,LOTREntityJungleScorpion,,missing,
common.entity.animal,LOTREntityKineAraw,,missing,
common.entity.animal,LOTREntityLion,,missing,
common.entity.animal,LOTREntityLionBase,,base,extended by: LOTREntityLion LOTREntityLioness
common.entity.animal,LOTREntityLioness,,missing,
common.entity.animal,LOTREntityMidges,,missing,
common.entity.animal,LOTREntityRabbit,,missing,
common.entity.animal,LOTREntityRhino,,missing,
common.entity.animal,LOTREntityScorpion,,base,extended by: LOTREntityDesertScorpion LOTREntityJungleScorpion
common.entity.animal,LOTREntitySeagull,,missing,
common.entity.animal,LOTREntityShirePony,,missing,
common.entity.animal,LOTREntitySwan,,missing,
common.entity.animal,LOTREntityTermite,,missing,
common.entity.animal,LOTREntityWhiteOryx,,missing,
common.entity.animal,LOTREntityWildBoar,,missing,
common.entity.animal,LOTREntityZebra,,missing,
common.entity.item,LOTRBannerWhitelistEntry,,missing,
common.entity.item,LOTREntityArrowPoisoned,LOTRPoisonedArrowEntity,ported,
common.entity.item,LOTREntityBanner,LOTRBannerBlockEntity,ported,
common.entity.item,LOTREntityBannerWall,LOTRWallBannerBlock,ported,
common.entity.item,LOTREntityBarrel,LOTRBarrelBlockEntity,ported,
common.entity.item,LOTREntityBearRug,,missing,
common.entity.item,LOTREntityBossTrophy,LOTRBossTrophyEntity,ported,
common.entity.item,LOTREntityFallingTreasure,,missing,
common.entity.item,LOTREntityGiraffeRug,,missing,
common.entity.item,LOTREntityLionRug,,missing,
common.entity.item,LOTREntityOrcBomb,LOTROrcBombEntity,ported,
common.entity.item,LOTREntityPortal,,missing,
common.entity.item,LOTREntityRugBase,,base,extended by: LOTREntityBearRug LOTREntityGiraffeRug LOTREntityLionRug LOTREntityWargskinRug
common.entity.item,LOTREntityStoneTroll,LOTRStoneTrollEntity,ported,
common.entity.item,LOTREntityTraderRespawn,,missing,
common.entity.item,LOTREntityWargskinRug,,missing,
common.entity.npc,IBandit,,missing,
common.entity.npc,LOTRBannerBearer,,missing,
common.entity.npc,LOTRBoss,,missing,
common.entity.npc,LOTRBossInfo,,missing,
common.entity.npc,LOTRCharacter,,missing,
common.entity.npc,LOTREntityAngmarBannerBearer,,missing,
common.entity.npc,LOTREntityAngmarHillman,,missing,
common.entity.npc,LOTREntityAngmarHillmanAxeThrower,,missing,
common.entity.npc,LOTREntityAngmarHillmanBannerBearer,,missing,
common.entity.npc,LOTREntityAngmarHillmanChieftain,,missing,
common.entity.npc,LOTREntityAngmarHillmanWarrior,,missing,
common.entity.npc,LOTREntityAngmarOrc,,missing,
common.entity.npc,LOTREntityAngmarOrcArcher,,missing,
common.entity.npc,LOTREntityAngmarOrcBombardier,,missing,
common.entity.npc,LOTREntityAngmarOrcMercenaryCaptain,,missing,
common.entity.npc,LOTREntityAngmarOrcTrader,,missing,
common.entity.npc,LOTREntityAngmarWarg,,missing,
common.entity.npc,LOTREntityAngmarWargBombardier,,missing,
common.entity.npc,LOTREntityBalrog,,missing,
common.entity.npc,LOTREntityBandit,,missing,
common.entity.npc,LOTREntityBanditHarad,,missing,
common.entity.npc,LOTREntityBarrowWight,,missing,
common.entity.npc,LOTREntityBlackUruk,,missing,
common.entity.npc,LOTREntityBlackUrukArcher,,missing,
common.entity.npc,LOTREntityBlackUrukBannerBearer,,missing,
common.entity.npc,LOTREntityBlackUrukCaptain,,missing,
common.entity.npc,LOTREntityBlackrootArcher,,missing,
common.entity.npc,LOTREntityBlackrootBannerBearer,,missing,
common.entity.npc,LOTREntityBlackrootCaptain,,missing,
common.entity.npc,LOTREntityBlackrootSoldier,,missing,
common.entity.npc,LOTREntityBlueDwarf,,missing,
common.entity.npc,LOTREntityBlueDwarfAxeThrower,,missing,
common.entity.npc,LOTREntityBlueDwarfBannerBearer,,missing,
common.entity.npc,LOTREntityBlueDwarfCommander,,missing,
common.entity.npc,LOTREntityBlueDwarfMerchant,,missing,
common.entity.npc,LOTREntityBlueDwarfMiner,,missing,
common.entity.npc,LOTREntityBlueDwarfWarrior,,missing,
common.entity.npc,LOTREntityBlueMountainsSmith,,missing,
common.entity.npc,LOTREntityBreeBaker,,missing,
common.entity.npc,LOTREntityBreeBannerBearer,,missing,
common.entity.npc,LOTREntityBreeBlacksmith,,missing,
common.entity.npc,LOTREntityBreeBrewer,,missing,
common.entity.npc,LOTREntityBreeButcher,,missing,
common.entity.npc,LOTREntityBreeCaptain,,missing,
common.entity.npc,LOTREntityBreeFarmer,,missing,
common.entity.npc,LOTREntityBreeFarmhand,,missing,
common.entity.npc,LOTREntityBreeFlorist,,missing,
common.entity.npc,LOTREntityBreeGuard,,missing,
common.entity.npc,LOTREntityBreeHobbit,,missing,
common.entity.npc,LOTREntityBreeHobbitBaker,,missing,
common.entity.npc,LOTREntityBreeHobbitBrewer,,missing,
common.entity.npc,LOTREntityBreeHobbitButcher,,missing,
common.entity.npc,LOTREntityBreeHobbitFlorist,,missing,
common.entity.npc,LOTREntityBreeHobbitInnkeeper,,missing,
common.entity.npc,LOTREntityBreeHobbitTrader,,base,extended by: LOTREntityBreeHobbitBaker LOTREntityBreeHobbitBrewer LOTREntityBreeHobbitButcher LOTREntityBreeHobbitFlorist
common.entity.npc,LOTREntityBreeInnkeeper,,missing,
common.entity.npc,LOTREntityBreeLumberman,,missing,
common.entity.npc,LOTREntityBreeMan,,missing,
common.entity.npc,LOTREntityBreeMarketTrader,,base,extended by: LOTREntityBreeBaker LOTREntityBreeBrewer LOTREntityBreeButcher LOTREntityBreeFlorist LOTREntityBreeLumberman LOTREntityBreeMason
common.entity.npc,LOTREntityBreeMason,,missing,
common.entity.npc,LOTREntityBreeRuffian,,base,extended by: LOTREntityRuffianBrute LOTREntityRuffianSpy
common.entity.npc,LOTREntityCorsair,,missing,
common.entity.npc,LOTREntityCorsairCaptain,,missing,
common.entity.npc,LOTREntityCorsairSlaver,,missing,
common.entity.npc,LOTREntityDaleArcher,,missing,
common.entity.npc,LOTREntityDaleBaker,,missing,
common.entity.npc,LOTREntityDaleBannerBearer,,missing,
common.entity.npc,LOTREntityDaleBlacksmith,,missing,
common.entity.npc,LOTREntityDaleCaptain,,missing,
common.entity.npc,LOTREntityDaleLevyman,,missing,
common.entity.npc,LOTREntityDaleMan,,missing,
common.entity.npc,LOTREntityDaleMerchant,,missing,
common.entity.npc,LOTREntityDaleSoldier,,missing,
common.entity.npc,LOTREntityDarkHuorn,,missing,
common.entity.npc,LOTREntityDolAmrothArcher,,missing,
common.entity.npc,LOTREntityDolAmrothBannerBearer,,missing,
common.entity.npc,LOTREntityDolAmrothCaptain,,missing,
common.entity.npc,LOTREntityDolAmrothSoldier,,missing,
common.entity.npc,LOTREntityDolGuldurBannerBearer,,missing,
common.entity.npc,LOTREntityDolGuldurOrc,,missing,
common.entity.npc,LOTREntityDolGuldurOrcArcher,,missing,
common.entity.npc,LOTREntityDolGuldurOrcChieftain,,missing,
common.entity.npc,LOTREntityDolGuldurOrcTrader,,missing,
common.entity.npc,LOTREntityDorwinionBannerBearer,,missing,
common.entity.npc,LOTREntityDorwinionCaptain,,missing,
common.entity.npc,LOTREntityDorwinionCrossbower,,missing,
common.entity.npc,LOTREntityDorwinionElf,,missing,
common.entity.npc,LOTREntityDorwinionElfArcher,,missing,
common.entity.npc,LOTREntityDorwinionElfBannerBearer,,missing,
common.entity.npc,LOTREntityDorwinionElfCaptain,,missing,
common.entity.npc,LOTREntityDorwinionElfVintner,,missing,
common.entity.npc,LOTREntityDorwinionElfWarrior,,missing,
common.entity.npc,LOTREntityDorwinionGuard,,missing,
common.entity.npc,LOTREntityDorwinionMan,,missing,
common.entity.npc,LOTREntityDorwinionMerchantElf,,missing,
common.entity.npc,LOTREntityDorwinionMerchantMan,,missing,
common.entity.npc,LOTREntityDorwinionVinehand,,missing,
common.entity.npc,LOTREntityDorwinionVinekeeper,,missing,
common.entity.npc,LOTREntityDunedain,,missing,
common.entity.npc,LOTREntityDunedainBlacksmith,,missing,
common.entity.npc,LOTREntityDunlending,,missing,
common.entity.npc,LOTREntityDunlendingArcher,,missing,
common.entity.npc,LOTREntityDunlendingAxeThrower,,missing,
common.entity.npc,LOTREntityDunlendingBannerBearer,,missing,
common.entity.npc,LOTREntityDunlendingBartender,,missing,
common.entity.npc,LOTREntityDunlendingBerserker,,missing,
common.entity.npc,LOTREntityDunlendingWarlord,,missing,
common.entity.npc,LOTREntityDunlendingWarrior,,missing,
common.entity.npc,LOTREntityDwarf,,missing,
common.entity.npc,LOTREntityDwarfAxeThrower,,missing,
common.entity.npc,LOTREntityDwarfBannerBearer,,missing,
common.entity.npc,LOTREntityDwarfCommander,,missing,
common.entity.npc,LOTREntityDwarfMiner,,missing,
common.entity.npc,LOTREntityDwarfSmith,,missing,
common.entity.npc,LOTREntityDwarfWarrior,,missing,
common.entity.npc,LOTREntityEasterling,,missing,
common.entity.npc,LOTREntityEasterlingArcher,,missing,
common.entity.npc,LOTREntityEasterlingBaker,,missing,
common.entity.npc,LOTREntityEasterlingBannerBearer,,missing,
common.entity.npc,LOTREntityEasterlingBartender,,missing,
common.entity.npc,LOTREntityEasterlingBlacksmith,,missing,
common.entity.npc,LOTREntityEasterlingBrewer,,missing,
common.entity.npc,LOTREntityEasterlingButcher,,missing,
common.entity.npc,LOTREntityEasterlingFarmer,,missing,
common.entity.npc,LOTREntityEasterlingFarmhand,,missing,
common.entity.npc,LOTREntityEasterlingFireThrower,,missing,
common.entity.npc,LOTREntityEasterlingFishmonger,,missing,
common.entity.npc,LOTREntityEasterlingGoldWarrior,,missing,
common.entity.npc,LOTREntityEasterlingGoldsmith,,missing,
common.entity.npc,LOTREntityEasterlingHunter,,missing,
common.entity.npc,LOTREntityEasterlingLevyman,,missing,
common.entity.npc,LOTREntityEasterlingLumberman,,missing,
common.entity.npc,LOTREntityEasterlingMarketTrader,,base,extended by: LOTREntityEasterlingBaker LOTREntityEasterlingBrewer LOTREntityEasterlingButcher LOTREntityEasterlingFishmonger LOTREntityEasterlingGoldsmith LOTREntityEasterlingHunter ...
common.entity.npc,LOTREntityEasterlingMason,,missing,
common.entity.npc,LOTREntityEasterlingWarlord,,missing,
common.entity.npc,LOTREntityEasterlingWarrior,,missing,
common.entity.npc,LOTREntityElf,,base,extended by: LOTREntityDorwinionElf LOTREntityGaladhrimElf LOTREntityHighElfBase LOTREntityTormentedElf LOTREntityWoodElf
common.entity.npc,LOTREntityEnt,,missing,
common.entity.npc,LOTREntityEsgarothBannerBearer,,missing,
common.entity.npc,LOTREntityGaladhrimBannerBearer,,missing,
common.entity.npc,LOTREntityGaladhrimElf,,missing,
common.entity.npc,LOTREntityGaladhrimLord,,missing,
common.entity.npc,LOTREntityGaladhrimSmith,,missing,
common.entity.npc,LOTREntityGaladhrimTrader,,missing,
common.entity.npc,LOTREntityGaladhrimWarden,,missing,
common.entity.npc,LOTREntityGaladhrimWarrior,,missing,
common.entity.npc,LOTREntityGandalf,,missing,
common.entity.npc,LOTREntityGollum,,missing,
common.entity.npc,LOTREntityGondorArcher,,missing,
common.entity.npc,LOTREntityGondorBaker,,missing,
common.entity.npc,LOTREntityGondorBannerBearer,,missing,
common.entity.npc,LOTREntityGondorBartender,,missing,
common.entity.npc,LOTREntityGondorBlacksmith,,missing,
common.entity.npc,LOTREntityGondorBrewer,,missing,
common.entity.npc,LOTREntityGondorButcher,,missing,
common.entity.npc,LOTREntityGondorFarmer,,missing,
common.entity.npc,LOTREntityGondorFarmhand,,missing,
common.entity.npc,LOTREntityGondorFishmonger,,missing,
common.entity.npc,LOTREntityGondorFlorist,,missing,
common.entity.npc,LOTREntityGondorGreengrocer,,missing,
common.entity.npc,LOTREntityGondorLevyman,,missing,
common.entity.npc,LOTREntityGondorLumberman,,missing,
common.entity.npc,LOTREntityGondorMan,,missing,
common.entity.npc,LOTREntityGondorMarketTrader,,base,extended by: LOTREntityGondorBaker LOTREntityGondorBrewer LOTREntityGondorButcher LOTREntityGondorFishmonger LOTREntityGondorFlorist LOTREntityGondorGreengrocer ...
common.entity.npc,LOTREntityGondorMason,,missing,
common.entity.npc,LOTREntityGondorRenegade,,missing,
common.entity.npc,LOTREntityGondorRuinsWraith,,missing,
common.entity.npc,LOTREntityGondorSoldier,,missing,
common.entity.npc,LOTREntityGondorTowerGuard,,missing,
common.entity.npc,LOTREntityGondorianCaptain,,missing,
common.entity.npc,LOTREntityGulfBaker,,missing,
common.entity.npc,LOTREntityGulfBartender,,missing,
common.entity.npc,LOTREntityGulfBlacksmith,,missing,
common.entity.npc,LOTREntityGulfBrewer,,missing,
common.entity.npc,LOTREntityGulfButcher,,missing,
common.entity.npc,LOTREntityGulfFarmer,,missing,
common.entity.npc,LOTREntityGulfFishmonger,,missing,
common.entity.npc,LOTREntityGulfGoldsmith,,missing,
common.entity.npc,LOTREntityGulfHaradArcher,,missing,
common.entity.npc,LOTREntityGulfHaradBannerBearer,,missing,
common.entity.npc,LOTREntityGulfHaradWarlord,,missing,
common.entity.npc,LOTREntityGulfHaradWarrior,,missing,
common.entity.npc,LOTREntityGulfHaradrim,,missing,
common.entity.npc,LOTREntityGulfHunter,,missing,
common.entity.npc,LOTREntityGulfLumberman,,missing,
common.entity.npc,LOTREntityGulfMason,,missing,
common.entity.npc,LOTREntityGulfMiner,,missing,
common.entity.npc,LOTREntityGulfTrader,,base,extended by: LOTREntityGulfBaker LOTREntityGulfBrewer LOTREntityGulfButcher LOTREntityGulfFishmonger LOTREntityGulfGoldsmith LOTREntityGulfHunter ...
common.entity.npc,LOTREntityGundabadBannerBearer,,missing,
common.entity.npc,LOTREntityGundabadOrc,,missing,
common.entity.npc,LOTREntityGundabadOrcArcher,,missing,
common.entity.npc,LOTREntityGundabadOrcMercenaryCaptain,,missing,
common.entity.npc,LOTREntityGundabadOrcTrader,,missing,
common.entity.npc,LOTREntityGundabadUruk,,missing,
common.entity.npc,LOTREntityGundabadUrukArcher,,missing,
common.entity.npc,LOTREntityGundabadWarg,,missing,
common.entity.npc,LOTREntityHalfTroll,,missing,
common.entity.npc,LOTREntityHalfTrollBannerBearer,,missing,
common.entity.npc,LOTREntityHalfTrollScavenger,,missing,
common.entity.npc,LOTREntityHalfTrollWarlord,,missing,
common.entity.npc,LOTREntityHalfTrollWarrior,,missing,
common.entity.npc,LOTREntityHaradPyramidWraith,,missing,
common.entity.npc,LOTREntityHaradSlave,,missing,
common.entity.npc,LOTREntityHarnedhrim,,missing,
common.entity.npc,LOTREntityHarnedorArcher,,missing,
common.entity.npc,LOTREntityHarnedorBaker,,missing,
common.entity.npc,LOTREntityHarnedorBannerBearer,,missing,
common.entity.npc,LOTREntityHarnedorBartender,,missing,
common.entity.npc,LOTREntityHarnedorBlacksmith,,missing,
common.entity.npc,LOTREntityHarnedorBrewer,,missing,
common.entity.npc,LOTREntityHarnedorButcher,,missing,
common.entity.npc,LOTREntityHarnedorFarmer,,missing,
common.entity.npc,LOTREntityHarnedorFarmhand,,missing,
common.entity.npc,LOTREntityHarnedorFishmonger,,missing,
common.entity.npc,LOTREntityHarnedorHunter,,missing,
common.entity.npc,LOTREntityHarnedorLumberman,,missing,
common.entity.npc,LOTREntityHarnedorMason,,missing,
common.entity.npc,LOTREntityHarnedorMiner,,missing,
common.entity.npc,LOTREntityHarnedorTrader,,base,extended by: LOTREntityHarnedorBaker LOTREntityHarnedorBrewer LOTREntityHarnedorButcher LOTREntityHarnedorFishmonger LOTREntityHarnedorHunter LOTREntityHarnedorLumberman ...
common.entity.npc,LOTREntityHarnedorWarlord,,missing,
common.entity.npc,LOTREntityHarnedorWarrior,,missing,
common.entity.npc,LOTREntityHighElf,,missing,
common.entity.npc,LOTREntityHighElfBannerBearer,,missing,
common.entity.npc,LOTREntityHighElfBase,,base,extended by: LOTREntityHighElf LOTREntityRivendellElf
common.entity.npc,LOTREntityHighElfLord,,missing,
common.entity.npc,LOTREntityHighElfSmith,,missing,
common.entity.npc,LOTREntityHighElfWarrior,,missing,
common.entity.npc,LOTREntityHobbit,,missing,
common.entity.npc,LOTREntityHobbitBartender,,missing,
common.entity.npc,LOTREntityHobbitBounder,,missing,
common.entity.npc,LOTREntityHobbitFarmer,,missing,
common.entity.npc,LOTREntityHobbitFarmhand,,missing,
common.entity.npc,LOTREntityHobbitOrcharder,,missing,
common.entity.npc,LOTREntityHobbitShirriff,,missing,
common.entity.npc,LOTREntityHuorn,,missing,
common.entity.npc,LOTREntityHuornBase,,base,extended by: LOTREntityDarkHuorn LOTREntityHuorn
common.entity.npc,LOTREntityIronHillsMerchant,,missing,
common.entity.npc,LOTREntityIsengardSnaga,,missing,
common.entity.npc,LOTREntityIsengardSnagaArcher,,missing,
common.entity.npc,LOTREntityLamedonArcher,,missing,
common.entity.npc,LOTREntityLamedonBannerBearer,,missing,
common.entity.npc,LOTREntityLamedonCaptain,,missing,
common.entity.npc,LOTREntityLamedonHillman,,missing,
common.entity.npc,LOTREntityLamedonSoldier,,missing,
common.entity.npc,LOTREntityLebenninBannerBearer,,missing,
common.entity.npc,LOTREntityLebenninCaptain,,missing,
common.entity.npc,LOTREntityLebenninLevyman,,missing,
common.entity.npc,LOTREntityLossarnachAxeman,,missing,
common.entity.npc,LOTREntityLossarnachBannerBearer,,missing,
common.entity.npc,LOTREntityLossarnachCaptain,,missing,
common.entity.npc,LOTREntityMallornEnt,,missing,
common.entity.npc,LOTREntityMan,,base,extended by: LOTREntityAngmarHillman LOTREntityBandit LOTREntityBreeMan LOTREntityDaleMan LOTREntityDorwinionMan LOTREntityDunedain ...
common.entity.npc,LOTREntityMarshWraith,,missing,
common.entity.npc,LOTREntityMinasMorgulBannerBearer,,missing,
common.entity.npc,LOTREntityMirkTroll,,missing,
common.entity.npc,LOTREntityMirkwoodSpider,,missing,
common.entity.npc,LOTREntityMordorBannerBearer,,missing,
common.entity.npc,LOTREntityMordorOrc,,missing,
common.entity.npc,LOTREntityMordorOrcArcher,,missing,
common.entity.npc,LOTREntityMordorOrcBombardier,,missing,
common.entity.npc,LOTREntityMordorOrcMercenaryCaptain,,missing,
common.entity.npc,LOTREntityMordorOrcSlaver,,missing,
common.entity.npc,LOTREntityMordorOrcSpiderKeeper,,missing,
common.entity.npc,LOTREntityMordorOrcTrader,,missing,
common.entity.npc,LOTREntityMordorSpider,,missing,
common.entity.npc,LOTREntityMordorWarg,,missing,
common.entity.npc,LOTREntityMordorWargBombardier,,missing,
common.entity.npc,LOTREntityMoredain,,missing,
common.entity.npc,LOTREntityMoredainBannerBearer,,missing,
common.entity.npc,LOTREntityMoredainChieftain,,missing,
common.entity.npc,LOTREntityMoredainHuntsman,,missing,
common.entity.npc,LOTREntityMoredainHutmaker,,missing,
common.entity.npc,LOTREntityMoredainMercenary,,missing,
common.entity.npc,LOTREntityMoredainVillageTrader,,base,extended by: LOTREntityMoredainHuntsman LOTREntityMoredainHutmaker
common.entity.npc,LOTREntityMoredainWarrior,,missing,
common.entity.npc,LOTREntityMountainTroll,,missing,
common.entity.npc,LOTREntityMountainTrollChieftain,,referenced,named in: LOTRTrollTotemBlockEntity
common.entity.npc,LOTREntityNPC,,referenced,named in: LOTRCommandHornItem
common.entity.npc,LOTREntityNPCRideable,,base,extended by: LOTREntitySpiderBase LOTREntityWarg
common.entity.npc,LOTREntityNanUngolBannerBearer,,missing,
common.entity.npc,LOTREntityNearHaradBannerBearer,,missing,
common.entity.npc,LOTREntityNearHaradBlacksmith,,missing,
common.entity.npc,LOTREntityNearHaradMerchant,,missing,
common.entity.npc,LOTREntityNearHaradrim,,missing,
common.entity.npc,LOTREntityNearHaradrimArcher,,missing,
common.entity.npc,LOTREntityNearHaradrimBase,,base,extended by: LOTREntityGulfHaradrim LOTREntityHarnedhrim LOTREntityNearHaradrim LOTREntityNomad LOTREntityUmbarian
common.entity.npc,LOTREntityNearHaradrimWarlord,,missing,
common.entity.npc,LOTREntityNearHaradrimWarrior,,missing,
common.entity.npc,LOTREntityNomad,,missing,
common.entity.npc,LOTREntityNomadArcher,,missing,
common.entity.npc,LOTREntityNomadArmourer,,missing,
common.entity.npc,LOTREntityNomadBannerBearer,,missing,
common.entity.npc,LOTREntityNomadBrewer,,missing,
common.entity.npc,LOTREntityNomadChieftain,,missing,
common.entity.npc,LOTREntityNomadMason,,missing,
common.entity.npc,LOTREntityNomadMerchant,,missing,
common.entity.npc,LOTREntityNomadMiner,,missing,
common.entity.npc,LOTREntityNomadTrader,,base,extended by: LOTREntityNomadBrewer LOTREntityNomadMason LOTREntityNomadMiner
common.entity.npc,LOTREntityNomadWarrior,,missing,
common.entity.npc,LOTREntityNurnSlave,,missing,
common.entity.npc,LOTREntityOlogHai,,missing,
common.entity.npc,LOTREntityOrc,,base,extended by: LOTREntityAngmarOrc LOTREntityDolGuldurOrc LOTREntityGundabadOrc LOTREntityIsengardSnaga LOTREntityMordorOrc LOTREntityUrukHai ...
common.entity.npc,LOTREntityPelargirBannerBearer,,missing,
common.entity.npc,LOTREntityPelargirCaptain,,missing,
common.entity.npc,LOTREntityPelargirMarine,,missing,
common.entity.npc,LOTREntityPinnathGelinBannerBearer,,missing,
common.entity.npc,LOTREntityPinnathGelinCaptain,,missing,
common.entity.npc,LOTREntityPinnathGelinSoldier,,missing,
common.entity.npc,LOTREntityQuestInfo,,missing,
common.entity.npc,LOTREntityRanger,,base,extended by: LOTREntityRangerIthilien LOTREntityRangerNorth
common.entity.npc,LOTREntityRangerIthilien,,missing,
common.entity.npc,LOTREntityRangerIthilienBannerBearer,,missing,
common.entity.npc,LOTREntityRangerIthilienCaptain,,missing,
common.entity.npc,LOTREntityRangerNorth,,missing,
common.entity.npc,LOTREntityRangerNorthBannerBearer,,missing,
common.entity.npc,LOTREntityRangerNorthCaptain,,missing,
common.entity.npc,LOTREntityRivendellBannerBearer,,missing,
common.entity.npc,LOTREntityRivendellElf,,missing,
common.entity.npc,LOTREntityRivendellLord,,missing,
common.entity.npc,LOTREntityRivendellSmith,,missing,
common.entity.npc,LOTREntityRivendellTrader,,missing,
common.entity.npc,LOTREntityRivendellWarrior,,missing,
common.entity.npc,LOTREntityRohanBaker,,missing,
common.entity.npc,LOTREntityRohanBannerBearer,,missing,
common.entity.npc,LOTREntityRohanBarrowWraith,,missing,
common.entity.npc,LOTREntityRohanBlacksmith,,missing,
common.entity.npc,LOTREntityRohanBrewer,,missing,
common.entity.npc,LOTREntityRohanBuilder,,missing,
common.entity.npc,LOTREntityRohanButcher,,missing,
common.entity.npc,LOTREntityRohanFarmer,,missing,
common.entity.npc,LOTREntityRohanFarmhand,,missing,
common.entity.npc,LOTREntityRohanFishmonger,,missing,
common.entity.npc,LOTREntityRohanLumberman,,missing,
common.entity.npc,LOTREntityRohanMan,,missing,
common.entity.npc,LOTREntityRohanMarketTrader,,base,extended by: LOTREntityRohanBaker LOTREntityRohanBrewer LOTREntityRohanBuilder LOTREntityRohanButcher LOTREntityRohanFishmonger LOTREntityRohanLumberman ...
