method,table,old_result,port_result,status,notes
createElvenRecipes,elven,fenceGateMallorn,lotr:mallorn_fence_gate,present,
createElvenRecipes,elven,doorMallorn,lotr:mallorn_door,present,
createElvenRecipes,elven,trapdoorMallorn,lotr:mallorn_trapdoor,present,
createGondorianRecipes,gondorian,gondorianTable,lotr:gondorian_crafting_table,present,
createGondorianRecipes,gondorian,beacon,lotr:beacon_of_gondor,present,
createGondorianRecipes,gondorian,slabSingle11/3,lotr:gondor_rock_slab,present,
createGondorianRecipes,gondorian,smoothStone/1,lotr:smooth_gondor_rock,present,
createGondorianRecipes,gondorian,slabSingle/2,lotr:smooth_gondor_rock_slab,present,
createGondorianRecipes,gondorian,brick/1,lotr:gondor_brick,present,
createGondorianRecipes,gondorian,slabSingle/3,lotr:gondor_brick_slab,present,
createGondorianRecipes,gondorian,stairsGondorBrick,lotr:gondor_brick_stairs,present,
createGondorianRecipes,gondorian,wall/2,lotr:gondor_rock_wall,present,
createGondorianRecipes,gondorian,wall/3,lotr:gondor_brick_wall,present,
createGondorianRecipes,gondorian,brick/2,lotr:mossy_gondor_brick,present,
createGondorianRecipes,gondorian,slabSingle/4,lotr:mossy_gondor_brick_slab,present,
createGondorianRecipes,gondorian,stairsGondorBrickMossy,lotr:mossy_gondor_brick_stairs,present,
createGondorianRecipes,gondorian,wall/4,lotr:mossy_gondor_brick_wall,present,
createGondorianRecipes,gondorian,slabSingle/5,lotr:cracked_gondor_brick_slab,present,
createGondorianRecipes,gondorian,stairsGondorBrickCracked,lotr:cracked_gondor_brick_stairs,present,
createGondorianRecipes,gondorian,wall/5,lotr:cracked_gondor_brick_wall,present,
createGondorianRecipes,gondorian,brick/5,lotr:carved_gondor_brick,present,
createGondorianRecipes,gondorian,helmetGondor,lotr:gondor_helmet,present,
createGondorianRecipes,gondorian,bodyGondor,lotr:gondor_chestplate,present,
createGondorianRecipes,gondorian,legsGondor,lotr:gondor_leggings,present,
createGondorianRecipes,gondorian,bootsGondor,lotr:gondor_boots,present,
createGondorianRecipes,gondorian,swordGondor,lotr:gondor_sword,present,
createGondorianRecipes,gondorian,spearGondor,lotr:gondor_spear,present,
createGondorianRecipes,gondorian,daggerGondor,lotr:gondor_dagger,present,
createGondorianRecipes,gondorian,hammerGondor,lotr:gondor_warhammer,present,
createGondorianRecipes,gondorian,gondorBow,lotr:gondor_bow,present,
createGondorianRecipes,gondorian,helmetGondorWinged,lotr:gondor_winged_helmet,present,
createGondorianRecipes,gondorian,banner/gondor,lotr:gondor_banner,present,
createGondorianRecipes,gondorian,horseArmorGondor,lotr:gondor_horse_armor,present,
createGondorianRecipes,gondorian,pillar/6,lotr:gondor_pillar,present,
createGondorianRecipes,gondorian,slabSingle5/0,lotr:gondor_pillar_slab,present,
createGondorianRecipes,gondorian,lanceGondor,lotr:gondor_lance,present,
createGondorianRecipes,gondorian,stairsGondorRock,lotr:gondor_rock_stairs,present,
createGondorianRecipes,gondorian,gateGondor,lotr:gondor_gate,present,
createGondorianRecipes,gondorian,helmetRangerIthilien,lotr:ithilien_ranger_hood,present,
createGondorianRecipes,gondorian,bodyRangerIthilien,lotr:ithilien_ranger_tunic,present,
createGondorianRecipes,gondorian,legsRangerIthilien,lotr:ithilien_ranger_leggings,present,
createGondorianRecipes,gondorian,bootsRangerIthilien,lotr:ithilien_ranger_boots,present,
createGondorianRecipes,gondorian,banner/anorien,lotr:anorien_banner,present,
createGondorianRecipes,gondorian,banner/ithilien,lotr:ithilien_banner,present,
createGondorianRecipes,gondorian,banner/lossarnach,lotr:lossarnach_banner,present,
createGondorianRecipes,gondorian,banner/pinnathGelin,lotr:pinnath_gelin_banner,present,
createGondorianRecipes,gondorian,banner/lebennin,lotr:lebennin_banner,present,
createGondorianRecipes,gondorian,banner/pelargir,lotr:pelargir_banner,present,
createGondorianRecipes,gondorian,banner/blackrootVale,lotr:blackroot_vale_banner,present,
createGondorianRecipes,gondorian,banner/lamedon,lotr:lamedon_banner,present,
createGondorianRecipes,gondorian,helmetLossarnach,lotr:lossarnach_helmet,present,
createGondorianRecipes,gondorian,bodyLossarnach,lotr:lossarnach_chestplate,present,
createGondorianRecipes,gondorian,legsLossarnach,lotr:lossarnach_leggings,present,
createGondorianRecipes,gondorian,bootsLossarnach,lotr:lossarnach_boots,present,
createGondorianRecipes,gondorian,helmetPinnathGelin,lotr:pinnath_gelin_helmet,present,
createGondorianRecipes,gondorian,bodyPinnathGelin,lotr:pinnath_gelin_chestplate,present,
createGondorianRecipes,gondorian,legsPinnathGelin,lotr:pinnath_gelin_leggings,present,
createGondorianRecipes,gondorian,bootsPinnathGelin,lotr:pinnath_gelin_boots,present,
createGondorianRecipes,gondorian,battleaxeLossarnach,lotr:lossarnach_battleaxe,present,
createGondorianRecipes,gondorian,throwingAxeLossarnach,lotr:lossarnach_throwing_axe,present,
createGondorianRecipes,gondorian,helmetPelargir,lotr:pelargir_helmet,present,
createGondorianRecipes,gondorian,bodyPelargir,lotr:pelargir_chestplate,present,
createGondorianRecipes,gondorian,legsPelargir,lotr:pelargir_leggings,present,
createGondorianRecipes,gondorian,bootsPelargir,lotr:pelargir_boots,present,
createGondorianRecipes,gondorian,tridentPelargir,lotr:pelargir_trident,present,
createGondorianRecipes,gondorian,swordPelargir,lotr:pelargir_eket,present,
createGondorianRecipes,gondorian,brick5/8,lotr:gondor_cobblebrick,present,
createGondorianRecipes,gondorian,slabSingle11/0,lotr:gondor_cobblebrick_slab,present,
createGondorianRecipes,gondorian,stairsGondorBrickRustic,lotr:gondor_cobblebrick_stairs,present,
createGondorianRecipes,gondorian,wall4/7,lotr:gondor_cobblebrick_wall,present,
createGondorianRecipes,gondorian,brick5/9,lotr:mossy_gondor_cobblebrick,present,
createGondorianRecipes,gondorian,slabSingle11/1,lotr:mossy_gondor_cobblebrick_slab,present,
createGondorianRecipes,gondorian,stairsGondorBrickRusticMossy,lotr:mossy_gondor_cobblebrick_stairs,present,
createGondorianRecipes,gondorian,wall4/8,lotr:mossy_gondor_cobblebrick_wall,present,
createGondorianRecipes,gondorian,slabSingle11/2,lotr:cracked_gondor_cobblebrick_slab,present,
createGondorianRecipes,gondorian,stairsGondorBrickRusticCracked,lotr:cracked_gondor_cobblebrick_stairs,present,
createGondorianRecipes,gondorian,wall4/9,lotr:cracked_gondor_cobblebrick_wall,present,
createGondorianRecipes,gondorian,banner/gondorSteward,lotr:gondor_steward_banner,present,
createGondorianRecipes,gondorian,helmetBlackroot,lotr:blackroot_vale_helmet,present,
createGondorianRecipes,gondorian,bodyBlackroot,lotr:blackroot_vale_chestplate,present,
createGondorianRecipes,gondorian,legsBlackroot,lotr:blackroot_vale_leggings,present,
createGondorianRecipes,gondorian,bootsBlackroot,lotr:blackroot_vale_boots,present,
createGondorianRecipes,gondorian,blackrootBow,lotr:blackroot_bow,present,
createGondorianRecipes,gondorian,pikeGondor,lotr:gondor_pike,present,
createGondorianRecipes,gondorian,chestLebethron,lotr:lebethron_casket,present,
createGondorianRecipes,gondorian,bodyGondorGambeson,lotr:gondor_gambeson,present,
createGondorianRecipes,gondorian,bodyLebenninGambeson,lotr:lebennin_gambeson,present,
createGondorianRecipes,gondorian,helmetLamedon,lotr:lamedon_helmet,present,
createGondorianRecipes,gondorian,bodyLamedon,lotr:lamedon_chestplate,present,
createGondorianRecipes,gondorian,legsLamedon,lotr:lamedon_leggings,present,
createGondorianRecipes,gondorian,bootsLamedon,lotr:lamedon_boots,present,
createGondorianRecipes,gondorian,horseArmorLamedon,lotr:lamedon_horse_armor,present,
createGondorianRecipes,gondorian,bodyLamedonJacket,lotr:lamedon_jacket,present,
createGondorianRecipes,gondorian,brick4/6,lotr:carved_black_gondor_brick,missing,
createGulfRecipes,gulf,gulfTable,lotr:gulf_crafting_table,present,
createGulfRecipes,gulf,banner/haradGulf,lotr:harad_gulf_banner,present,
createGulfRecipes,gulf,helmetGulfHarad,lotr:gulfen_helmet,present,
createGulfRecipes,gulf,bodyGulfHarad,lotr:gulfen_chestplate,present,
createGulfRecipes,gulf,legsGulfHarad,lotr:gulfen_leggings,present,
createGulfRecipes,gulf,bootsGulfHarad,lotr:gulfen_boots,present,
createGulfRecipes,gulf,swordGulfHarad,lotr:gulfen_khopesh,present,
createGundabadRecipes,gundabad,gundabadTable,lotr:gundabad_crafting_table,present,
createGundabadRecipes,gundabad,orcTorchItem,lotr:orc_torch,present,
createGundabadRecipes,gundabad,orcForge,lotr:orc_forge,present,
createGundabadRecipes,gundabad,banner/gundabad,lotr:gundabad_banner,present,
createGundabadRecipes,gundabad,helmetGundabadUruk,lotr:gundabad_uruk_helmet,present,
createGundabadRecipes,gundabad,bodyGundabadUruk,lotr:gundabad_uruk_chestplate,present,
createGundabadRecipes,gundabad,legsGundabadUruk,lotr:gundabad_uruk_leggings,present,
createGundabadRecipes,gundabad,bootsGundabadUruk,lotr:gundabad_uruk_boots,present,
createGundabadRecipes,gundabad,swordGundabadUruk,lotr:gundabad_uruk_cleaver,present,
createGundabadRecipes,gundabad,battleaxeGundabadUruk,lotr:gundabad_uruk_waraxe,present,
createGundabadRecipes,gundabad,hammerGundabadUruk,lotr:gundabad_uruk_bludgeon,present,
createGundabadRecipes,gundabad,daggerGundabadUruk,lotr:gundabad_uruk_dagger,present,
createGundabadRecipes,gundabad,spearGundabadUruk,lotr:gundabad_uruk_spear,present,
createGundabadRecipes,gundabad,pikeGundabadUruk,lotr:gundabad_uruk_pike,present,
createGundabadRecipes,gundabad,gundabadUrukBow,lotr:gundabad_uruk_bow,present,
createHalfTrollRecipes,half_troll,halfTrollTable,lotr:half_troll_crafting_table,present,
createHalfTrollRecipes,half_troll,banner/halfTroll,lotr:half_troll_banner,present,
createHalfTrollRecipes,half_troll,helmetHalfTroll,lotr:half_troll_helmet,present,
createHalfTrollRecipes,half_troll,bodyHalfTroll,lotr:half_troll_chestplate,present,
createHalfTrollRecipes,half_troll,legsHalfTroll,lotr:half_troll_leggings,present,
createHalfTrollRecipes,half_troll,bootsHalfTroll,lotr:half_troll_boots,present,
createHalfTrollRecipes,half_troll,scimitarHalfTroll,lotr:half_troll_scimitar,present,
createHalfTrollRecipes,half_troll,battleaxeHalfTroll,lotr:half_troll_battleaxe,present,
createHalfTrollRecipes,half_troll,daggerHalfTroll,lotr:half_troll_dagger,present,
createHalfTrollRecipes,half_troll,hammerHalfTroll,lotr:half_troll_warhammer,present,
createHalfTrollRecipes,half_troll,maceHalfTroll,lotr:half_troll_mace,present,
createHalfTrollRecipes,half_troll,rhinoArmorHalfTroll,lotr:half_troll_rhino_armor,present,
createHalfTrollRecipes,half_troll,torogStew,lotr:torog_stew,present,
createHalfTrollRecipes,half_troll,pikeHalfTroll,lotr:half_troll_pike,present,
createHighElvenRecipes,high_elven,highElvenTable,lotr:high_elven_crafting_table,present,
createHighElvenRecipes,high_elven,shovelHighElven,lotr:lindon_shovel,present,
createHighElvenRecipes,high_elven,pickaxeHighElven,lotr:lindon_pickaxe,present,
createHighElvenRecipes,high_elven,axeHighElven,lotr:lindon_axe,present,
createHighElvenRecipes,high_elven,hoeHighElven,lotr:lindon_hoe,present,
createHighElvenRecipes,high_elven,swordHighElven,lotr:lindon_sword,present,
createHighElvenRecipes,high_elven,daggerHighElven,lotr:lindon_dagger,present,
createHighElvenRecipes,high_elven,spearHighElven,lotr:lindon_spear,present,
createHighElvenRecipes,high_elven,helmetHighElven,lotr:lindon_helmet,present,
createHighElvenRecipes,high_elven,bodyHighElven,lotr:lindon_chestplate,present,
createHighElvenRecipes,high_elven,legsHighElven,lotr:lindon_leggings,present,
createHighElvenRecipes,high_elven,bootsHighElven,lotr:lindon_boots,present,
createHighElvenRecipes,high_elven,banner/highElf,lotr:high_elf_banner,present,
createHighElvenRecipes,high_elven,horseArmorHighElven,lotr:lindon_horse_armor,present,
createHighElvenRecipes,high_elven,polearmHighElven,lotr:lindon_battlestaff,present,
createHighElvenRecipes,high_elven,longspearHighElven,lotr:lindon_longspear,present,
createHighElvenRecipes,high_elven,highElvenBow,lotr:lindon_bow,present,
createHobbitRecipes,hobbit,hobbitTable,lotr:hobbit_crafting_table,present,
createHobbitRecipes,hobbit,banner/hobbit,lotr:hobbit_banner,present,
createHobbitRecipes,hobbit,hobbitPancake,lotr:hobbit_pancake,present,
createHobbitRecipes,hobbit,hobbitPancakeMapleSyrup,lotr:hobbit_pancake_with_maple_syrup,present,
createHobbitRecipes,hobbit,hobbitPancakeMapleSyrup,lotr:hobbit_pancake_with_maple_syrup,present,
createHobbitRecipes,hobbit,hobbitPancakeMapleSyrup,lotr:hobbit_pancake_with_maple_syrup,present,
createHobbitRecipes,hobbit,hobbitPancakeMapleSyrup,lotr:hobbit_pancake_with_maple_syrup,present,
createHobbitRecipes,hobbit,hobbitPancakeMapleSyrup,lotr:hobbit_pancake_with_maple_syrup,present,
createHobbitRecipes,hobbit,hobbitPancakeMapleSyrup,lotr:hobbit_pancake_with_maple_syrup,present,
createHobbitRecipes,hobbit,hobbitPancakeMapleSyrup,lotr:hobbit_pancake_with_maple_syrup,present,
createHobbitRecipes,hobbit,hobbitPancakeMapleSyrup,lotr:hobbit_pancake_with_maple_syrup,present,
createHobbitRecipes,hobbit,gateHobbitGreen,lotr:green_hobbit_gate,present,
createHobbitRecipes,hobbit,gateHobbitBlue,lotr:blue_hobbit_gate,present,
createHobbitRecipes,hobbit,gateHobbitRed,lotr:red_hobbit_gate,present,
createHobbitRecipes,hobbit,gateHobbitYellow,lotr:yellow_hobbit_gate,present,
createMoredainRecipes,moredain,moredainTable,lotr:moredain_crafting_table,present,
createMoredainRecipes,moredain,banner/moredain,lotr:moredain_banner,present,
createMoredainRecipes,moredain,helmetMoredain,lotr:morwaith_helmet,present,
createMoredainRecipes,moredain,bodyMoredain,lotr:morwaith_chestplate,present,
createMoredainRecipes,moredain,legsMoredain,lotr:morwaith_leggings,present,
createMoredainRecipes,moredain,bootsMoredain,lotr:morwaith_boots,present,
createMoredainRecipes,moredain,brick3/10,lotr:morwaith_brick,present,
createMoredainRecipes,moredain,slabSingle7/0,lotr:morwaith_brick_slab,present,
createMoredainRecipes,moredain,stairsMoredainBrick,lotr:morwaith_brick_stairs,present,
createMoredainRecipes,moredain,wall2/15,lotr:morwaith_brick_wall,present,
createMoredainRecipes,moredain,battleaxeMoredain,lotr:morwaith_battleaxe,present,
createMoredainRecipes,moredain,daggerMoredain,lotr:morwaith_dagger,present,
createMoredainRecipes,moredain,spearMoredain,lotr:morwaith_spear,present,
createMoredainRecipes,moredain,helmetMoredainLion,lotr:morwaith_chieftain_helmet,present,
createMoredainRecipes,moredain,bodyMoredainLion,lotr:morwaith_chieftain_chestplate,present,
createMoredainRecipes,moredain,legsMoredainLion,lotr:morwaith_chieftain_leggings,present,
createMoredainRecipes,moredain,bootsMoredainLion,lotr:morwaith_chieftain_boots,present,
createMoredainRecipes,moredain,clubMoredain,lotr:morwaith_club,present,
createMoredainRecipes,moredain,swordMoredain,lotr:morwaith_sword,present,
createMoredainRecipes,moredain,slabSingle14/2,lotr:cracked_morwaith_brick_slab,present,
createMoredainRecipes,moredain,stairsMorwaithBrickCracked,lotr:cracked_morwaith_brick_stairs,present,
createMoredainRecipes,moredain,wall5/4,lotr:cracked_morwaith_brick_wall,present,
createMorgulRecipes,morgul,brick/0,lotr:mordor_brick,present,
createMorgulRecipes,morgul,morgulTable,lotr:morgul_crafting_table,present,
createMorgulRecipes,morgul,slabSingle10/7,lotr:mordor_rock_slab,present,
createMorgulRecipes,morgul,smoothStone/0,lotr:smooth_mordor_rock,present,
createMorgulRecipes,morgul,slabSingle/0,lotr:smooth_mordor_rock_slab,present,
createMorgulRecipes,morgul,slabSingle/1,lotr:mordor_brick_slab,present,
createMorgulRecipes,morgul,stairsMordorBrick,lotr:mordor_brick_stairs,present,
createMorgulRecipes,morgul,wall/0,lotr:mordor_rock_wall,present,
createMorgulRecipes,morgul,wall/1,lotr:mordor_brick_wall,present,
createMorgulRecipes,morgul,orcTorchItem,lotr:orc_torch,present,
createMorgulRecipes,morgul,slabSingle2/2,lotr:cracked_mordor_brick_slab,present,
createMorgulRecipes,morgul,stairsMordorBrickCracked,lotr:cracked_mordor_brick_stairs,present,
createMorgulRecipes,morgul,wall/9,lotr:cracked_mordor_brick_wall,present,
createMorgulRecipes,morgul,orcForge,lotr:orc_forge,present,
createMorgulRecipes,morgul,banner/mordor,lotr:mordor_banner,present,
createMorgulRecipes,morgul,wargArmorMordor,lotr:mordor_warg_armor,present,
createMorgulRecipes,morgul,scimitarOrc,lotr:mordor_scimitar,present,
createMorgulRecipes,morgul,battleaxeOrc,lotr:mordor_battleaxe,present,
createMorgulRecipes,morgul,daggerOrc,lotr:mordor_dagger,present,
createMorgulRecipes,morgul,helmetOrc,lotr:mordor_helmet,present,
createMorgulRecipes,morgul,bodyOrc,lotr:mordor_chestplate,present,
createMorgulRecipes,morgul,legsOrc,lotr:mordor_leggings,present,
createMorgulRecipes,morgul,bootsOrc,lotr:mordor_boots,present,
createMorgulRecipes,morgul,spearOrc,lotr:mordor_spear,present,
createMorgulRecipes,morgul,shovelOrc,lotr:mordor_shovel,present,
createMorgulRecipes,morgul,pickaxeOrc,lotr:mordor_pickaxe,present,
createMorgulRecipes,morgul,axeOrc,lotr:mordor_axe,present,
createMorgulRecipes,morgul,hoeOrc,lotr:mordor_hoe,present,
createMorgulRecipes,morgul,hammerOrc,lotr:mordor_warhammer,present,
createMorgulRecipes,morgul,pillar/7,lotr:mordor_pillar,present,
createMorgulRecipes,morgul,slabSingle5/1,lotr:mordor_pillar_slab,present,
createMorgulRecipes,morgul,brick2/10,lotr:carved_mordor_brick,present,
createMorgulRecipes,morgul,scimitarBlackUruk,lotr:black_uruk_cleaver,present,
createMorgulRecipes,morgul,daggerBlackUruk,lotr:black_uruk_dagger,present,
createMorgulRecipes,morgul,spearBlackUruk,lotr:black_uruk_spear,present,
createMorgulRecipes,morgul,battleaxeBlackUruk,lotr:black_uruk_battleaxe,present,
createMorgulRecipes,morgul,hammerBlackUruk,lotr:black_uruk_warhammer,present,
createMorgulRecipes,morgul,helmetBlackUruk,lotr:black_uruk_helmet,present,
createMorgulRecipes,morgul,bodyBlackUruk,lotr:black_uruk_chestplate,present,
createMorgulRecipes,morgul,legsBlackUruk,lotr:black_uruk_leggings,present,
createMorgulRecipes,morgul,bootsBlackUruk,lotr:black_uruk_boots,present,
createMorgulRecipes,morgul,blackUrukBow,lotr:black_uruk_bow,present,
createMorgulRecipes,morgul,polearmOrc,lotr:mordor_warscythe,present,
createMorgulRecipes,morgul,stairsMordorRock,lotr:mordor_rock_stairs,present,
createMorgulRecipes,morgul,banner/minasMorgul,lotr:minas_morgul_banner,present,
createMorgulRecipes,morgul,banner/blackUruk,lotr:black_uruk_banner,present,
createMorgulRecipes,morgul,banner/nanUngol,lotr:nan_ungol_banner,present,
createNearHaradRecipes,near_harad,nearHaradTable,lotr:near_harad_crafting_table,present,
createNearHaradRecipes,near_harad,banner/nearHarad,lotr:near_harad_banner,present,
createNearHaradRecipes,near_harad,banner/haradNomad,lotr:harad_nomad_banner,present,
createNearHaradRecipes,near_harad,helmetNearHarad,lotr:coast_southron_helmet,present,
createNearHaradRecipes,near_harad,bodyNearHarad,lotr:coast_southron_chestplate,present,
createNearHaradRecipes,near_harad,legsNearHarad,lotr:coast_southron_leggings,present,
createNearHaradRecipes,near_harad,bootsNearHarad,lotr:coast_southron_boots,present,
createNearHaradRecipes,near_harad,helmetNearHaradWarlord,lotr:southron_champion_helmet,present,
createNearHaradRecipes,near_harad,horseArmorNearHarad,lotr:coast_southron_horse_armor,present,
createNearHaradRecipes,near_harad,helmetHarnedor,lotr:harnennor_helmet,present,
createNearHaradRecipes,near_harad,bodyHarnedor,lotr:harnennor_chestplate,present,
createNearHaradRecipes,near_harad,legsHarnedor,lotr:harnennor_leggings,present,
createNearHaradRecipes,near_harad,bootsHarnedor,lotr:harnennor_boots,present,
createPoisonedArrowRecipes,?,,,manual,helper: Collection<List> recipeLists = new ArrayList<>(Arrays.asList(commonOrcRecipes))
createPoisonedArrowRecipes,?,,,manual,helper: recipeLists.addAll(Arrays.asList(commonNearHaradRecipes))
createPoisonedArrowRecipes,?,,,manual,"helper: recipes.add(new ShapedOreRecipe(new ItemStack(LOTRMod.arrowPoisoned, 4), "" X "", ""XYX"", "" X"
createPoisonedArrowRecipes,?,,,manual,"helper: recipes.add(new ShapedOreRecipe(new ItemStack(LOTRMod.crossbowBoltPoisoned, 4), "" X "", ""XY"
createPoisonedDaggerRecipes,vanilla,daggerOrcPoisoned,lotr:poisoned_mordor_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerUrukPoisoned,lotr:poisoned_uruk_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerBronzePoisoned,lotr:poisoned_bronze_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerIronPoisoned,lotr:poisoned_iron_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerMithrilPoisoned,lotr:poisoned_mithril_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerGondorPoisoned,lotr:poisoned_gondor_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerElvenPoisoned,lotr:poisoned_galadhrim_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerDwarvenPoisoned,lotr:poisoned_dwarven_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerRohanPoisoned,lotr:poisoned_rohirric_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerWoodElvenPoisoned,lotr:poisoned_wood_elven_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerAngmarPoisoned,lotr:poisoned_angmar_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerHighElvenPoisoned,lotr:poisoned_lindon_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerNearHaradPoisoned,lotr:poisoned_umbaric_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerBlueDwarvenPoisoned,lotr:poisoned_blue_dwarven_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerDolGuldurPoisoned,lotr:poisoned_dol_guldur_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerBlackUrukPoisoned,lotr:poisoned_black_uruk_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerUtumnoPoisoned,lotr:poisoned_utumno_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerHalfTrollPoisoned,lotr:poisoned_half_troll_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerMoredainPoisoned,lotr:poisoned_morwaith_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerTauredainPoisoned,lotr:poisoned_taurethrim_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerBarrowPoisoned,lotr:poisoned_barrow_blade,present,
createPoisonedDaggerRecipes,vanilla,daggerDolAmrothPoisoned,lotr:poisoned_dol_amroth_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerDalePoisoned,lotr:poisoned_dale_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerGundabadUrukPoisoned,lotr:poisoned_gundabad_uruk_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerDorwinionElfPoisoned,lotr:poisoned_dorwinion_elven_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerRhunPoisoned,lotr:poisoned_rhunic_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerRivendellPoisoned,lotr:poisoned_rivendell_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerArnorPoisoned,lotr:poisoned_arnor_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerCorsairPoisoned,lotr:poisoned_corsair_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerHaradPoisoned,lotr:poisoned_haradric_dagger,present,
createPoisonedDaggerRecipes,vanilla,daggerBlackNumenoreanPoisoned,lotr:poisoned_black_numenorean_dagger,present,
createRangerRecipes,ranger,rangerTable,lotr:ranger_crafting_table,present,
createRangerRecipes,ranger,banner/ranger,lotr:ranger_banner,present,
createRangerRecipes,ranger,brick2/3,lotr:arnor_brick,present,
createRangerRecipes,ranger,slabSingle4/1,lotr:arnor_brick_slab,present,
createRangerRecipes,ranger,stairsArnorBrick,lotr:arnor_brick_stairs,present,
createRangerRecipes,ranger,wall2/4,lotr:arnor_brick_wall,present,
createRangerRecipes,ranger,brick2/6,lotr:carved_arnor_brick,present,
createRangerRecipes,ranger,brick2/4,lotr:mossy_arnor_brick,present,
createRangerRecipes,ranger,slabSingle4/2,lotr:mossy_arnor_brick_slab,present,
createRangerRecipes,ranger,stairsArnorBrickMossy,lotr:mossy_arnor_brick_stairs,present,
createRangerRecipes,ranger,wall2/5,lotr:mossy_arnor_brick_wall,present,
createRangerRecipes,ranger,slabSingle4/3,lotr:cracked_arnor_brick_slab,present,
createRangerRecipes,ranger,stairsArnorBrickCracked,lotr:cracked_arnor_brick_stairs,present,
createRangerRecipes,ranger,wall2/6,lotr:cracked_arnor_brick_wall,present,
createRangerRecipes,ranger,helmetRanger,lotr:ranger_hood,present,
createRangerRecipes,ranger,bodyRanger,lotr:ranger_tunic,present,
createRangerRecipes,ranger,legsRanger,lotr:ranger_leggings,present,
createRangerRecipes,ranger,bootsRanger,lotr:ranger_boots,present,
createRangerRecipes,ranger,rangerBow,lotr:ranger_bow,present,
createRangerRecipes,ranger,pillar2/13,lotr:arnor_pillar,present,
createRangerRecipes,ranger,slabSingle13/7,lotr:arnor_pillar_slab,present,
createRangerRecipes,ranger,slabSingle14/0,lotr:cracked_arnor_pillar_slab,present,
createRhunRecipes,rhun,rhunTable,lotr:rhun_crafting_table,present,
createRhunRecipes,rhun,banner/rhun,lotr:rhun_banner,present,
createRhunRecipes,rhun,brick5/11,lotr:rhun_brick,present,
createRhunRecipes,rhun,slabSingle12/0,lotr:rhun_brick_slab,present,
createRhunRecipes,rhun,stairsRhunBrick,lotr:rhun_brick_stairs,present,
createRhunRecipes,rhun,wall3/15,lotr:rhun_brick_wall,present,
createRhunRecipes,rhun,brick5/12,lotr:rhun_carved_brick,present,
createRhunRecipes,rhun,pillar2/8,lotr:rhun_pillar,present,
createRhunRecipes,rhun,slabSingle12/4,lotr:rhun_pillar_slab,present,
createRhunRecipes,rhun,brick5/13,lotr:rhun_mossy_brick,present,
createRhunRecipes,rhun,slabSingle12/1,lotr:rhun_mossy_brick_slab,present,
createRhunRecipes,rhun,stairsRhunBrickMossy,lotr:rhun_mossy_brick_stairs,present,
createRhunRecipes,rhun,wall4/10,lotr:rhun_mossy_brick_wall,present,
createRhunRecipes,rhun,slabSingle12/2,lotr:rhun_cracked_brick_slab,present,
createRhunRecipes,rhun,stairsRhunBrickCracked,lotr:rhun_cracked_brick_stairs,present,
createRhunRecipes,rhun,wall4/11,lotr:rhun_cracked_brick_wall,present,
createRhunRecipes,rhun,brick5/15,lotr:rhun_flowers_brick,present,
createRhunRecipes,rhun,slabSingle12/3,lotr:rhun_flowers_brick_slab,present,
createRhunRecipes,rhun,stairsRhunBrickFlowers,lotr:rhun_flowers_brick_stairs,present,
createRhunRecipes,rhun,wall4/12,lotr:rhun_flowers_brick_wall,present,
createRhunRecipes,rhun,brick6/0,lotr:rhun_gold_brick,present,
createRhunRecipes,rhun,brick6/1,lotr:rhun_red_brick,present,
createRhunRecipes,rhun,slabSingle12/5,lotr:rhun_red_brick_slab,present,
createRhunRecipes,rhun,stairsRhunBrickRed,lotr:rhun_red_brick_stairs,present,
createRhunRecipes,rhun,wall4/13,lotr:rhun_red_brick_wall,present,
createRhunRecipes,rhun,brick6/2,lotr:rhun_red_carved_brick,present,
createRhunRecipes,rhun,pillar2/9,lotr:rhun_red_pillar,present,
createRhunRecipes,rhun,slabSingle12/6,lotr:rhun_red_pillar_slab,present,
