group,old_key,old_text
lotr.achievement,lotr.achievement.collectCraftingTables.desc,Collect ten different Middle-earth crafting tables in your inventory
lotr.achievement,lotr.achievement.hitByOrcSpear.title,More than Meets the Eye
lotr.achievement,lotr.achievement.hitByOrcSpear.desc,Suffer a blow from an Orc spear while wearing a mithril chestplate
lotr.achievement,lotr.achievement.killBombardier.title,Bring Him Down!
lotr.achievement,lotr.achievement.killBombardier.desc,Kill a bomb-carrying Orc before he drops the bomb
lotr.achievement,lotr.achievement.earnManyCoins.title,Filthy Rich
lotr.achievement,lotr.achievement.earnManyCoins.desc,Earn 1000 coins from a single trade
lotr.achievement,lotr.achievement.craftAppleCrumble.title,Traditional Dish
lotr.achievement,lotr.achievement.craftAppleCrumble.desc,Make an apple crumble
lotr.achievement,lotr.achievement.killButterfly.title,Merciless
lotr.achievement,lotr.achievement.killButterfly.desc,Kill a butterfly
lotr.achievement,lotr.achievement.fishRing.title,It's Our Birthday
lotr.achievement,lotr.achievement.fishRing.desc,Catch a ring with a fishing rod
lotr.achievement,lotr.achievement.useCrossbow.title,Shots Fired
lotr.achievement,lotr.achievement.useCrossbow.desc,Kill a foe with a bolt fired from a crossbow
lotr.achievement,lotr.achievement.collectCrossbowBolts.title,Stocking Up
lotr.achievement,lotr.achievement.collectCrossbowBolts.desc,Collect two stacks of crossbow bolts in your inventory
lotr.achievement,lotr.achievement.travel10.title,Out of Your Door
lotr.achievement,lotr.achievement.travel10.desc,Travel to 10 different regions of Middle-earth
lotr.achievement,lotr.achievement.travel20.title,Dangerous Business
lotr.achievement,lotr.achievement.travel20.desc,Travel to 20 different regions of Middle-earth
lotr.achievement,lotr.achievement.travel30.title,The Road Goes Ever On...
lotr.achievement,lotr.achievement.travel30.desc,Travel to 30 different regions of Middle-earth
lotr.achievement,lotr.achievement.attackRabbit.title,Get Off My Land!
lotr.achievement,lotr.achievement.attackRabbit.desc,Forcefully remove a rabbit who is eating your crops
lotr.achievement,lotr.achievement.craftRabbitStew.title,Of Herbs and Stewed Rabbit
lotr.achievement,lotr.achievement.craftRabbitStew.desc,Make some rabbit stew
lotr.achievement,lotr.achievement.drinkSkull.title,Sick Joke
lotr.achievement,lotr.achievement.drinkSkull.desc,Drink from a skull cup
lotr.achievement,lotr.achievement.travel40.title,...Down From the Door...
lotr.achievement,lotr.achievement.travel40.desc,Travel to 40 different regions of Middle-earth
lotr.achievement,lotr.achievement.travel50.title,...Where It Began
lotr.achievement,lotr.achievement.travel50.desc,Travel to 50 different regions of Middle-earth
lotr.achievement,lotr.achievement.killThievingBandit.title,Stand and Deliver!
lotr.achievement,lotr.achievement.killThievingBandit.desc,Kill a bandit who has stolen some items
lotr.achievement,lotr.achievement.hundreds.title,Hundreds will Die!
lotr.achievement,lotr.achievement.hundreds.desc,Thousands...
lotr.achievement,lotr.achievement.alloyBronze.title,Double Bronze
lotr.achievement,lotr.achievement.alloyBronze.desc,Smelt bronze ingots in any alloy forge
lotr.achievement,lotr.achievement.bannerProtect.title,The Conqueror
lotr.achievement,lotr.achievement.bannerProtect.desc,Lay claim to some land by protecting it with a faction banner
lotr.achievement,lotr.achievement.catchButterfly.title,Fluttering By
lotr.achievement,lotr.achievement.catchButterfly.desc,Catch a butterfly in a jar
lotr.achievement,lotr.achievement.unsmelt.title,The Undoing
lotr.achievement,lotr.achievement.unsmelt.desc,Melt down an item in the unsmeltery
lotr.achievement,lotr.achievement.tradeScrapTrader.title,One Man's Trash
lotr.achievement,lotr.achievement.tradeScrapTrader.desc,Trade with a travelling oddment collector
lotr.achievement,lotr.achievement.cookDeer.title,"Oh, Deer!"
lotr.achievement,lotr.achievement.cookDeer.desc,Cook some venison
lotr.achievement,lotr.achievement.eatManFlesh.title,I Smell Man-flesh!
lotr.achievement,lotr.achievement.eatManFlesh.desc,Eat a hunk of man-flesh
lotr.achievement,lotr.achievement.craftSaltedFlesh.title,Suspicious...
lotr.achievement,lotr.achievement.craftSaltedFlesh.desc,Produce some suspicious meat from questionable ingredients
lotr.achievement,lotr.achievement.enchantBaneElf.title,Elfbane
lotr.achievement,lotr.achievement.enchantBaneElf.desc,Earn a weapon renowned for slaying Elves
lotr.achievement,lotr.achievement.enchantBaneOrc.title,Orcbane
lotr.achievement,lotr.achievement.enchantBaneOrc.desc,Earn a weapon renowned for slaying Orcs
lotr.achievement,lotr.achievement.enchantBaneDwarf.title,Dwarfbane
lotr.achievement,lotr.achievement.enchantBaneDwarf.desc,Earn a weapon renowned for slaying Dwarves
lotr.achievement,lotr.achievement.enchantBaneWarg.title,Wargbane
lotr.achievement,lotr.achievement.enchantBaneWarg.desc,Earn a weapon renowned for slaying Wargs
lotr.achievement,lotr.achievement.enchantBaneTroll.title,Trollbane
lotr.achievement,lotr.achievement.enchantBaneTroll.desc,Earn a weapon renowned for slaying Trolls
lotr.achievement,lotr.achievement.enchantBaneSpider.desc,Earn a weapon renowned for slaying Spiders
lotr.achievement,lotr.achievement.enchantBaneWight.desc,Earn a weapon renowned for slaying Wights
lotr.achievement,lotr.achievement.getDrunk.title,Drunkard
lotr.achievement,lotr.achievement.getDrunk.desc,Suffer the effects of an alcoholic drink
lotr.achievement,lotr.achievement.reforge.title,Blacksmith
lotr.achievement,lotr.achievement.reforge.desc,Reforge an item at an anvil
lotr.achievement,lotr.achievement.doMiniquestHunter.title,Fearsome
lotr.achievement,lotr.achievement.doMiniquestHunter.desc,Complete a player hunting mini-quest
lotr.achievement,lotr.achievement.doMiniquestHunter5.title,Headhunter
lotr.achievement,lotr.achievement.doMiniquestHunter5.desc,Complete five player hunting mini-quests
lotr.achievement,lotr.achievement.killHuntingPlayer.title,Not This Day!
lotr.achievement,lotr.achievement.killHuntingPlayer.desc,Kill a player who is hunting you for a mini-quest
lotr.achievement,lotr.achievement.pledgeService.title,Here Do I Swear
lotr.achievement,lotr.achievement.pledgeService.desc,Pledge service to a faction
lotr.achievement,lotr.achievement.factionConquest.title,The Tides of the World
lotr.achievement,lotr.achievement.factionConquest.desc,Survey your faction's conquest strength
lotr.achievement,lotr.achievement.defeatInvasion.title,Hail the Victorious
lotr.achievement,lotr.achievement.defeatInvasion.desc,Defeat an invasion
lotr.achievement,lotr.achievement.pickpocket.title,What has it Got...
lotr.achievement,lotr.achievement.pickpocket.desc,Commit a successful act of pickpocketry
lotr.achievement,lotr.achievement.combineSmithScrolls.title,Expert Knowledge
lotr.achievement,lotr.achievement.combineSmithScrolls.desc,Pay a smith to upgrade two smith's scrolls into a more skillful one
lotr.achievement,lotr.achievement.engraveOwnership.title,My Precious!
lotr.achievement,lotr.achievement.engraveOwnership.desc,Engrave your ownership onto a piece of equipment
lotr.achievement,lotr.achievement.killHobbit.title,Hobbit Slayer
lotr.achievement,lotr.achievement.killHobbit.desc,Kill a Hobbit
lotr.achievement,lotr.achievement.sellPipeweedLeaf.title,Street Credit
lotr.achievement,lotr.achievement.sellPipeweedLeaf.desc,Sell some pipe-weed leaf to a Hobbit Bartender
lotr.achievement,lotr.achievement.marryHobbit.title,Master of Ceremonies
lotr.achievement,lotr.achievement.marryHobbit.desc,Perform a Hobbit marriage
lotr.achievement,lotr.achievement.findFourLeafClover.title,Feeling Lucky?
lotr.achievement,lotr.achievement.findFourLeafClover.desc,Find a four-leaf clover
lotr.achievement,lotr.achievement.useMagicPipe.title,Weed Wizard
lotr.achievement,lotr.achievement.useMagicPipe.desc,Blow a smoke ship from a Magic Pipe
lotr.achievement,lotr.achievement.rideShirePony.title,Poor Old Bill
lotr.achievement,lotr.achievement.rideShirePony.desc,"Tame, saddle, equip a chest to and ride a Shire Pony"
lotr.achievement,lotr.achievement.tradeBartender.title,Welcome Customer
lotr.achievement,lotr.achievement.tradeBartender.desc,Trade with a Hobbit Bartender
lotr.achievement,lotr.achievement.speakToDrunkard.title,Halflings Anonymous
lotr.achievement,lotr.achievement.speakToDrunkard.desc,Speak to a drunken Hobbit while similarly intoxicated
lotr.achievement,lotr.achievement.tradeHobbitShirriffChief.title,On Duty
lotr.achievement,lotr.achievement.tradeHobbitShirriffChief.desc,Hire a unit from a Hobbit Shirriff
lotr.achievement,lotr.achievement.killDarkHuorn.title,Forester's Nightmare
lotr.achievement,lotr.achievement.killDarkHuorn.desc,Kill a Dark Huorn in the Old Forest
lotr.achievement,lotr.achievement.enterOldForest.title,Unfriendly Trees
lotr.achievement,lotr.achievement.enterOldForest.desc,Enter the Old Forest
lotr.achievement,lotr.achievement.buyOrcharderFood.title,Fruits of the Orchard
lotr.achievement,lotr.achievement.buyOrcharderFood.desc,Buy food from a Hobbit Orcharder
lotr.achievement,lotr.achievement.rideGiraffeShire.title,Incongruous Zookeeper
lotr.achievement,lotr.achievement.rideGiraffeShire.desc,Ride a giraffe into the Shire
lotr.achievement,lotr.achievement.buyPotatoHobbitFarmer.title,"Boil 'Em, Mash 'Em..."
lotr.achievement,lotr.achievement.buyPotatoHobbitFarmer.desc,Buy potatoes from a Hobbit Farmer
lotr.achievement,lotr.achievement.doMiniquestHobbit.title,Local Shirriff
lotr.achievement,lotr.achievement.doMiniquestHobbit.desc,Complete a Hobbit mini-quest
lotr.achievement,lotr.achievement.enterWhiteDowns.title,Chalken Delvings
lotr.achievement,lotr.achievement.enterWhiteDowns.desc,Enter the White Downs
lotr.achievement,lotr.achievement.useHobbitTable.title,Hobbit Crafter
lotr.achievement,lotr.achievement.useHobbitTable.desc,Craft an item on the Hobbit Crafting Table
lotr.achievement,lotr.achievement.hireHobbitFarmer.title,Hired Hands
lotr.achievement,lotr.achievement.hireHobbitFarmer.desc,Hire a farmhand from a Hobbit Farmer
lotr.achievement,lotr.achievement.enterBlueMountains.title,Firebeards and Broadbeams
lotr.achievement,lotr.achievement.enterBlueMountains.desc,Enter the Blue Mountains
lotr.achievement,lotr.achievement.smeltBlueDwarfSteel.title,Blue Mountains Smith
lotr.achievement,lotr.achievement.smeltBlueDwarfSteel.desc,Smelt an ingot of Blue Dwarven Steel in the Dwarven Forge
lotr.achievement,lotr.achievement.killBlueDwarf.title,Blue Dwarf Slayer
lotr.achievement,lotr.achievement.killBlueDwarf.desc,Kill a Blue Mountains Dwarf
lotr.achievement,lotr.achievement.wearFullBlueDwarven.title,Warrior of Ered Luin
lotr.achievement,lotr.achievement.wearFullBlueDwarven.desc,Equip a full suit of Blue Dwarven armor
lotr.achievement,lotr.achievement.useBlueDwarvenTable.title,Blue Dwarven Crafter
lotr.achievement,lotr.achievement.useBlueDwarvenTable.desc,Craft an item on the Blue Mountains Crafting Table
lotr.achievement,lotr.achievement.tradeBlueDwarfMiner.title,Blue Riches
lotr.achievement,lotr.achievement.tradeBlueDwarfMiner.desc,Trade with a Blue Mountains Miner
lotr.achievement,lotr.achievement.tradeBlueDwarfCommander.title,The Mountains' Might
lotr.achievement,lotr.achievement.tradeBlueDwarfCommander.desc,Hire a unit from a Blue Mountains Commander
lotr.achievement,lotr.achievement.tradeBlueDwarfMerchant.title,Wealth from Abroad
lotr.achievement,lotr.achievement.tradeBlueDwarfMerchant.desc,Trade with a merchant of the Blue Mountains
lotr.achievement,lotr.achievement.marryBlueDwarf.title,Blue Blessings
lotr.achievement,lotr.achievement.marryBlueDwarf.desc,Perform a Blue Mountains dwarf marriage
lotr.achievement,lotr.achievement.doMiniquestBlueMountains.title,Welcoming Halls
lotr.achievement,lotr.achievement.doMiniquestBlueMountains.desc,Complete a Blue Mountains mini-quest
lotr.achievement,lotr.achievement.tradeBlueDwarfSmith.title,Fires of the Mountains
lotr.achievement,lotr.achievement.tradeBlueDwarfSmith.desc,Trade with a Blue Mountains Smith
lotr.achievement,lotr.achievement.enterLindon.title,The Last Fair Realm
lotr.achievement,lotr.achievement.enterLindon.desc,Enter the land of Lindon
lotr.achievement,lotr.achievement.doMiniquestHighElf.title,Fair and Free
lotr.achievement,lotr.achievement.doMiniquestHighElf.desc,Complete a Lindon mini-quest
lotr.achievement,lotr.achievement.killHighElf.title,Lindon Elf Slayer
lotr.achievement,lotr.achievement.killHighElf.desc,Kill a Lindon Elf
lotr.achievement,lotr.achievement.tradeHighElfLord.title,The Last Alliance
lotr.achievement,lotr.achievement.tradeHighElfLord.desc,Hire a unit from a Lindon Lord
lotr.achievement,lotr.achievement.useHighElvenTable.title,Lindon Crafter
lotr.achievement,lotr.achievement.useHighElvenTable.desc,Craft an item on the Lindon Crafting Table
lotr.achievement,lotr.achievement.wearFullHighElven.title,A Shining Helm
lotr.achievement,lotr.achievement.wearFullHighElven.desc,Equip a full suit of Lindon armor
lotr.achievement,lotr.achievement.smeltElfSteel.title,Elven Smith
lotr.achievement,lotr.achievement.smeltElfSteel.desc,Smelt an ingot of Elven Steel in the Elven Forge
lotr.achievement,lotr.achievement.tradeHighElfSmith.title,Elder Craftsmanship
lotr.achievement,lotr.achievement.tradeHighElfSmith.desc,Buy an item from a Lindon Smith
lotr.achievement,lotr.achievement.wearFullGondolin.title,Of Elder Days
lotr.achievement,lotr.achievement.wearFullGondolin.desc,Equip a full suit of Gondolinian armor
lotr.achievement,lotr.achievement.enterTowerHills.title,Emyn Beraid
lotr.achievement,lotr.achievement.enterTowerHills.desc,Enter the Tower Hills
lotr.achievement,lotr.achievement.wearFullGalvorn.title,Dark Elf
lotr.achievement,lotr.achievement.wearFullGalvorn.desc,Equip a full suit of Galvorn armor
lotr.achievement,lotr.achievement.enterBreeland.title,Of Hobbits and Men
lotr.achievement,lotr.achievement.enterBreeland.desc,Enter the region of Bree-land
lotr.achievement,lotr.achievement.enterChetwood.title,Ruffians' Haunt
lotr.achievement,lotr.achievement.enterChetwood.desc,Enter the forest of Chetwood
lotr.achievement,lotr.achievement.killBreelander.title,Bree-Man Slayer
lotr.achievement,lotr.achievement.killBreelander.desc,Kill a Man of Bree
lotr.achievement,lotr.achievement.doMiniquestBree.title,Traveller's Help
lotr.achievement,lotr.achievement.doMiniquestBree.desc,Complete a Bree-land mini-quest
lotr.achievement,lotr.achievement.tradeBreeCaptain.title,The Greenway Watch
lotr.achievement,lotr.achievement.tradeBreeCaptain.desc,Hire a unit from a Bree-land Sherriff
lotr.achievement,lotr.achievement.useBreeTable.title,Bree-land Crafter
lotr.achievement,lotr.achievement.useBreeTable.desc,Craft an item on the Bree-land Crafting Table
lotr.achievement,lotr.achievement.tradeBreeBlacksmith.title,Arms for the Road
lotr.achievement,lotr.achievement.tradeBreeBlacksmith.desc,Trade with a Bree-land Blacksmith
lotr.achievement,lotr.achievement.tradeBreeInnkeeper.title,Barliman's Best
lotr.achievement,lotr.achievement.tradeBreeInnkeeper.desc,Trade with a Bree-land Innkeeper
lotr.achievement,lotr.achievement.killBreeHobbit.title,Bree-hobbit Slayer
lotr.achievement,lotr.achievement.killBreeHobbit.desc,Kill a Hobbit of Bree
lotr.achievement,lotr.achievement.killRuffianSpy.title,Ruffian Slayer
lotr.achievement,lotr.achievement.killRuffianSpy.desc,Kill a Ruffian Spy
lotr.achievement,lotr.achievement.killRuffianBrute.title,"Et tu, Brute?"
lotr.achievement,lotr.achievement.killRuffianBrute.desc,Kill a Ruffian Brute
lotr.achievement,lotr.achievement.doMiniquestRuffianSpy.title,Dodgy Dealings
lotr.achievement,lotr.achievement.doMiniquestRuffianSpy.desc,Complete a Ruffian Spy mini-quest
lotr.achievement,lotr.achievement.doMiniquestRuffianBrute.title,Ruff 'n' Tumble
lotr.achievement,lotr.achievement.doMiniquestRuffianBrute.desc,Complete a Ruffian Brute mini-quest and earn his service
lotr.achievement,lotr.achievement.tradeBreeMarketTrader.title,Insider Bargains
lotr.achievement,lotr.achievement.tradeBreeMarketTrader.desc,Trade with a stallkeeper in a Bree-land Market
lotr.achievement,lotr.achievement.buyAppleBreeFarmer.title,One for Bill Ferny
lotr.achievement,lotr.achievement.buyAppleBreeFarmer.desc,Buy an apple from a Bree-land Farmer
lotr.achievement,lotr.achievement.hireBreeFarmer.title,Honest Work
lotr.achievement,lotr.achievement.hireBreeFarmer.desc,Hire a farmhand from a Bree-land Farmer
lotr.achievement,lotr.achievement.killRangerNorth.title,Outlaw
lotr.achievement,lotr.achievement.killRangerNorth.desc,Kill a Ranger of the North
lotr.achievement,lotr.achievement.wearFullRanger.title,Watcher
lotr.achievement,lotr.achievement.wearFullRanger.desc,Equip a full suit of Ranger armor
lotr.achievement,lotr.achievement.killTroll.title,Troll Slayer
lotr.achievement,lotr.achievement.killTroll.desc,Kill a Troll
lotr.achievement,lotr.achievement.getTrollStatue.title,Statue Collector
lotr.achievement,lotr.achievement.getTrollStatue.desc,Collect a Troll statue using a pickaxe
lotr.achievement,lotr.achievement.makeTrollSneeze.title,Blimey!
lotr.achievement,lotr.achievement.makeTrollSneeze.desc,Make a Troll sneeze by tickling him with feathers
lotr.achievement,lotr.achievement.killMountainTroll.title,Hill-troll Slayer
lotr.achievement,lotr.achievement.killMountainTroll.desc,Kill a Hill-troll
lotr.achievement,lotr.achievement.killTrollFleeingSun.title,Backstabber
lotr.achievement,lotr.achievement.killTrollFleeingSun.desc,Kill a Troll who is fleeing from the Sun
lotr.achievement,lotr.achievement.killMountainTrollChieftain.title,Long Live the Chieftain
lotr.achievement,lotr.achievement.killMountainTrollChieftain.desc,Defeat the Hill-troll Chieftain
lotr.achievement,lotr.achievement.shootDownMidges.title,Anti-Air Support
lotr.achievement,lotr.achievement.shootDownMidges.desc,Shoot down a swarm of midges with a hired unit
lotr.achievement,lotr.achievement.enterTrollshaws.title,Roast Mutton
lotr.achievement,lotr.achievement.enterTrollshaws.desc,Enter the Trollshaws
lotr.achievement,lotr.achievement.enterMidgewater.title,More Midges than Water!
lotr.achievement,lotr.achievement.enterMidgewater.desc,Enter the marshes of Midgewater
lotr.achievement,lotr.achievement.enterLoneLands.title,A Lonely Land
lotr.achievement,lotr.achievement.enterLoneLands.desc,Enter the Lone-lands
lotr.achievement,lotr.achievement.enterEttenmoors.title,The Troll-fells
lotr.achievement,lotr.achievement.enterEttenmoors.desc,Enter the Ettenmoors
lotr.achievement,lotr.achievement.enterEriador.title,The Kindly West
lotr.achievement,lotr.achievement.enterEriador.desc,Enter the region of Eriador
lotr.achievement,lotr.achievement.enterColdfells.title,The Wild North
lotr.achievement,lotr.achievement.enterColdfells.desc,Enter the Coldfells
lotr.achievement,lotr.achievement.enterSwanfleet.title,Nîn-in-Eilph
lotr.achievement,lotr.achievement.enterSwanfleet.desc,Enter the fenlands of Swanfleet
lotr.achievement,lotr.achievement.enterMinhiriath.title,Between the Rivers
lotr.achievement,lotr.achievement.enterMinhiriath.desc,Enter the region of Minhiriath
lotr.achievement,lotr.achievement.tradeGundabadCaptain.title,Rabble Rouser
lotr.achievement,lotr.achievement.tradeGundabadCaptain.desc,Hire a unit from a Gundabad Orc Chieftain
lotr.achievement,lotr.achievement.tradeRangerNorthCaptain.title,Masters of Stealth
lotr.achievement,lotr.achievement.tradeRangerNorthCaptain.desc,Hire a unit from a Ranger Captain of the North
lotr.achievement,lotr.achievement.enterBarrowDowns.title,The Hills of the Dead
lotr.achievement,lotr.achievement.enterBarrowDowns.desc,Enter the Barrow-downs
lotr.achievement,lotr.achievement.useRangerTable.title,Dúnedain Crafter
lotr.achievement,lotr.achievement.useRangerTable.desc,Craft an item on the Ranger Crafting Table
lotr.achievement,lotr.achievement.useGundabadTable.title,Crude Worker
lotr.achievement,lotr.achievement.useGundabadTable.desc,Craft an item on the Gundabad Crafting Table
lotr.achievement,lotr.achievement.doMiniquestRanger.title,Errand Scout
lotr.achievement,lotr.achievement.doMiniquestRanger.desc,Complete a Dúnedain of the North mini-quest
lotr.achievement,lotr.achievement.doMiniquestGundabad.title,Scavenging Filth
lotr.achievement,lotr.achievement.doMiniquestGundabad.desc,Complete a Gundabad mini-quest
lotr.achievement,lotr.achievement.killBarrowWight.title,Cold be Hand...
lotr.achievement,lotr.achievement.killBarrowWight.desc,Kill a Barrow-wight
lotr.achievement,lotr.achievement.killGundabadOrc.title,Gundabad Orc Slayer
lotr.achievement,lotr.achievement.killGundabadOrc.desc,Kill a Gundabad Orc
lotr.achievement,lotr.achievement.killGundabadUruk.title,"Bigger, Stronger, Meaner"
lotr.achievement,lotr.achievement.killGundabadUruk.desc,Kill a Gundabad Uruk
lotr.achievement,lotr.achievement.wearFullGundabadUruk.title,Scourge of the Mountains
lotr.achievement,lotr.achievement.wearFullGundabadUruk.desc,Equip a full suit of Gundabad Uruk armor
lotr.achievement,lotr.achievement.killDunedain.title,Dúnedain Slayer
lotr.achievement,lotr.achievement.killDunedain.desc,Kill a Dúnadan of the North
lotr.achievement,lotr.achievement.enterAngle.title,A Fastness in the Wild
lotr.achievement,lotr.achievement.enterAngle.desc,Enter the lands of the Angle
lotr.achievement,lotr.achievement.wearFullArnor.title,Memories of the North
lotr.achievement,lotr.achievement.wearFullArnor.desc,Equip a full suit of Arnorian armor
lotr.achievement,lotr.achievement.tradeDunedainBlacksmith.title,Ranging Arms
lotr.achievement,lotr.achievement.tradeDunedainBlacksmith.desc,Trade with a Dúnedain Blacksmith
lotr.achievement,lotr.achievement.enterRivendell.title,The Hidden Valley
lotr.achievement,lotr.achievement.enterRivendell.desc,Enter the realm of Rivendell
lotr.achievement,lotr.achievement.useRivendellTable.title,Rivendell Crafter
lotr.achievement,lotr.achievement.useRivendellTable.desc,Craft an item on the Rivendell Crafting Table
lotr.achievement,lotr.achievement.wearFullRivendell.title,Livery of Lord Elrond
lotr.achievement,lotr.achievement.wearFullRivendell.desc,Equip a full suit of Rivendell armor
lotr.achievement,lotr.achievement.tradeRivendellSmith.title,The Reforging
lotr.achievement,lotr.achievement.tradeRivendellSmith.desc,Trade with a Rivendell Smith
lotr.achievement,lotr.achievement.tradeRivendellLord.title,For Imladris!
lotr.achievement,lotr.achievement.tradeRivendellLord.desc,Hire a unit from a Rivendell Captain
lotr.achievement,lotr.achievement.tradeRivendellTrader.title,Treasures of Imladris
lotr.achievement,lotr.achievement.tradeRivendellTrader.desc,Trade with a Rivendell Wanderer
lotr.achievement,lotr.achievement.doMiniquestRivendell.title,Friend of Rivendell
lotr.achievement,lotr.achievement.doMiniquestRivendell.desc,Complete a Rivendell mini-quest
lotr.achievement,lotr.achievement.killRivendellElf.title,Rivendell Elf Slayer
lotr.achievement,lotr.achievement.killRivendellElf.desc,Kill a Rivendell Elf
lotr.achievement,lotr.achievement.tradeGundabadTrader.title,Scrounging and Scavenging
lotr.achievement,lotr.achievement.tradeGundabadTrader.desc,Trade with a Gundabad Orc Scrounger
lotr.achievement,lotr.achievement.tradeAngmarCaptain.title,Hour of Vengeance
lotr.achievement,lotr.achievement.tradeAngmarCaptain.desc,Hire a unit from an Angmar Orc Chieftain
lotr.achievement,lotr.achievement.killAngmarOrc.title,Angmar Orc Slayer
lotr.achievement,lotr.achievement.killAngmarOrc.desc,Kill an Angmar Orc
lotr.achievement,lotr.achievement.enterAngmar.title,The Ruin of Arnor
lotr.achievement,lotr.achievement.enterAngmar.desc,Enter the realm of Angmar
lotr.achievement,lotr.achievement.useAngmarTable.title,Angmar Crafter
lotr.achievement,lotr.achievement.useAngmarTable.desc,Craft an item on the Angmar Crafting Table
lotr.achievement,lotr.achievement.wearFullAngmar.title,Forth to Ruin!
lotr.achievement,lotr.achievement.wearFullAngmar.desc,Equip a full suit of Angmar armor
lotr.achievement,lotr.achievement.doMiniquestAngmar.title,Servant of Evil
lotr.achievement,lotr.achievement.doMiniquestAngmar.desc,Complete an Angmar mini-quest
lotr.achievement,lotr.achievement.tradeAngmarTrader.title,Wicked Wares
lotr.achievement,lotr.achievement.tradeAngmarTrader.desc,Trade with an Angmar Orc Trader
lotr.achievement,lotr.achievement.killAngmarHillman.title,Hillman Slayer
lotr.achievement,lotr.achievement.killAngmarHillman.desc,Kill a Hillman of Rhudaur
lotr.achievement,lotr.achievement.tradeAngmarHillmanChieftain.title,Horde of Hillmen
lotr.achievement,lotr.achievement.tradeAngmarHillmanChieftain.desc,Hire a unit from a Rhudaur Hillman Chieftain
lotr.achievement,lotr.achievement.killSnowTroll.title,Snow-troll Slayer
lotr.achievement,lotr.achievement.killSnowTroll.desc,Kill a Snow-troll
lotr.achievement,lotr.achievement.enterEregion.title,Faded Splendor
lotr.achievement,lotr.achievement.enterEregion.desc,Enter the land of Eregion
lotr.achievement,lotr.achievement.enterEnedwaith.title,Forsaken Country
lotr.achievement,lotr.achievement.enterEnedwaith.desc,Enter the region of Enedwaith
lotr.achievement,lotr.achievement.enterNanCurunir.title,Vale of the Wizard
lotr.achievement,lotr.achievement.enterNanCurunir.desc,Enter the valley of Nan Curunír
lotr.achievement,lotr.achievement.enterPukel.title,Old Púkel Land
lotr.achievement,lotr.achievement.enterPukel.desc,Enter the region of Drúwaith Iaur
lotr.achievement,lotr.achievement.killDunlending.title,Dunlending Slayer
lotr.achievement,lotr.achievement.killDunlending.desc,Kill a Dunlending
lotr.achievement,lotr.achievement.wearFullDunlending.title,Barbarian
lotr.achievement,lotr.achievement.wearFullDunlending.desc,Equip a full suit of Dunlending armor
lotr.achievement,lotr.achievement.useDunlendingTable.title,Dunlending Crafter
lotr.achievement,lotr.achievement.useDunlendingTable.desc,Craft an item on the Dunlending Crafting Table
lotr.achievement,lotr.achievement.tradeDunlendingWarlord.title,We Fight for You!
lotr.achievement,lotr.achievement.tradeDunlendingWarlord.desc,Hire a unit from a Dunlending Warlord
lotr.achievement,lotr.achievement.useDunlendingTrident.title,Catch of the Day
lotr.achievement,lotr.achievement.useDunlendingTrident.desc,Catch fish with a Dunlending Trident
lotr.achievement,lotr.achievement.tradeDunlendingBartender.title,Fine Dining
lotr.achievement,lotr.achievement.tradeDunlendingBartender.desc,Trade with a Dunlending Bartender
lotr.achievement,lotr.achievement.enterDunland.title,Land of the Wild Men
lotr.achievement,lotr.achievement.enterDunland.desc,Enter the hills of Dunland
lotr.achievement,lotr.achievement.doMiniquestDunland.title,Blood Pact
lotr.achievement,lotr.achievement.doMiniquestDunland.desc,Complete a Dunland mini-quest
lotr.achievement,lotr.achievement.climbMistyMountains.title,Mountaineer
lotr.achievement,lotr.achievement.climbMistyMountains.desc,Climb above the cloud layer in the Misty Mountains
lotr.achievement,lotr.achievement.enterMistyMountains.title,The Mountains Cold
lotr.achievement,lotr.achievement.enterMistyMountains.desc,Enter the Misty Mountains
lotr.achievement,lotr.achievement.tameGollum.title,The Taming of Sméagol
lotr.achievement,lotr.achievement.tameGollum.desc,Tame Gollum
lotr.achievement,lotr.achievement.enterForodwaith.title,Everlasting Chill
lotr.achievement,lotr.achievement.enterForodwaith.desc,Enter the region of Forodwaith
lotr.achievement,lotr.achievement.enterValesOfAnduin.title,The Great River
lotr.achievement,lotr.achievement.enterValesOfAnduin.desc,Enter the region of Anduin
lotr.achievement,lotr.achievement.enterGreyMountains.title,Here be Dragons?
lotr.achievement,lotr.achievement.enterGreyMountains.desc,Enter the Grey Mountains
lotr.achievement,lotr.achievement.enterGladdenFields.title,Watery Grave
lotr.achievement,lotr.achievement.enterGladdenFields.desc,Enter the Gladden Fields
lotr.achievement,lotr.achievement.enterEmynMuil.title,A Nasty Drop
lotr.achievement,lotr.achievement.enterEmynMuil.desc,Enter the Emyn Muil
lotr.achievement,lotr.achievement.enterBrownLands.title,Barren Wasteland
lotr.achievement,lotr.achievement.enterBrownLands.desc,Enter the Brown Lands
lotr.achievement,lotr.achievement.enterWilderland.title,Eastward Bound
lotr.achievement,lotr.achievement.enterWilderland.desc,Enter the eastern regions of Wilderland
lotr.achievement,lotr.achievement.enterDagorlad.title,Battle Plain
lotr.achievement,lotr.achievement.enterDagorlad.desc,Enter the plain of Dagorlad
lotr.achievement,lotr.achievement.enterCelebrant.title,Field of Victory
lotr.achievement,lotr.achievement.enterCelebrant.desc,Enter the Field of Celebrant
lotr.achievement,lotr.achievement.enterLongMarshes.title,"Past the Rushes, Past the Reeds"
