kind,old_field,old_unloc,old_meta,old_name,new_id,status,match,notes
block,treasureGold,treasureGold,,Gold Treasure Pile,treasure_gold,ported,name,also: treasure_gold_carpet
block,treasureSilver,treasureSilver,,Silver Treasure Pile,treasure_silver,ported,name,also: treasure_silver_carpet
block,trollTotem,trollTotem,0,Troll Totem Head,troll_totem_head,ported,name,
block,trollTotem,trollTotem,1,Troll Totem Body,troll_totem_body,ported,name,
block,trollTotem,trollTotem,2,Troll Totem Base,troll_totem_base,ported,name,
block,turnipCrop,turnip,,,turnip_crop,ported,id,
block,umbarTable,umbarCraftingTable,,Umbaric Crafting Table,umbar_crafting_table,ported,name,
block,unsmeltery,unsmeltery,,Unsmeltery,unsmeltery,ported,name,
block,urukBars,urukBars,,Uruk Steel Bars,uruk_bars,ported,name,
block,urukTable,urukCraftingTable,,Uruk Crafting Table,uruk_crafting_table,ported,name,
block,utumnoBrick,utumnoBrick,0,Fire Utumno Brick,fire_utumno_brick,ported,name,
block,utumnoBrick,utumnoBrick,1,Burning Utumno Brick,burning_utumno_brick,ported,name,
block,utumnoBrick,utumnoBrick,2,Ice Utumno Brick,ice_utumno_brick,ported,name,
block,utumnoBrick,utumnoBrick,3,Glowing Ice Utumno Brick,glowing_ice_utumno_brick,ported,name,
block,utumnoBrick,utumnoBrick,4,Obsidian Utumno Brick,obsidian_utumno_brick,ported,name,
block,utumnoBrick,utumnoBrick,5,Fiery Obsidian Utumno Brick,utumno_obsidian_fire_brick,ported,name,
block,utumnoBrick,utumnoBrick,6,Ice Utumno Tiling,utumno_ice_tile_brick,ported,name,
block,utumnoBrick,utumnoBrick,7,Obsidian Utumno Tiling,utumno_obsidian_tile_brick,ported,name,
block,utumnoBrick,utumnoBrick,8,Fire Utumno Tiling,utumno_fire_tile_brick,ported,name,
block,utumnoBrickEntrance,utumnoBrickEntrance,,Utumno Entrance Brick,,missing,,
block,utumnoPillar,utumnoPillar,0,Fire Utumno Pillar,fire_utumno_pillar,ported,name,
block,utumnoPillar,utumnoPillar,1,Ice Utumno Pillar,ice_utumno_pillar,ported,name,
block,utumnoPillar,utumnoPillar,2,Obsidian Utumno Pillar,obsidian_utumno_pillar,ported,name,
block,utumnoPortal,utumnoPortal,,,,missing,,
block,utumnoReturnLight,utumnoReturnLight,,,utumno_return_light,ported,id,
block,utumnoReturnPortal,utumnoReturnPortal,,,,missing,,
block,utumnoReturnPortalBase,utumnoReturnPortalBase,,,utumno_return_portal_base,ported,id,
block,wallBone,wallBone,0,Bone Wall,bone_wall,ported,name,
block,wallClayTile,wallClayTile,0,Clay Tiling Wall,clay_tile_wall,ported,name,
block,wallClayTileDyed,wallClayTileDyed,0,White Clay Tiling Wall,clay_tile_dyed_white_wall,ported,name,
block,wallClayTileDyed,wallClayTileDyed,1,Orange Clay Tiling Wall,clay_tile_dyed_orange_wall,ported,name,
block,wallClayTileDyed,wallClayTileDyed,10,Purple Clay Tiling Wall,clay_tile_dyed_purple_wall,ported,name,
block,wallClayTileDyed,wallClayTileDyed,11,Blue Clay Tiling Wall,clay_tile_dyed_blue_wall,ported,name,
block,wallClayTileDyed,wallClayTileDyed,12,Brown Clay Tiling Wall,clay_tile_dyed_brown_wall,ported,name,
block,wallClayTileDyed,wallClayTileDyed,13,Green Clay Tiling Wall,clay_tile_dyed_green_wall,ported,name,
block,wallClayTileDyed,wallClayTileDyed,14,Red Clay Tiling Wall,clay_tile_dyed_red_wall,ported,name,
block,wallClayTileDyed,wallClayTileDyed,15,Black Clay Tiling Wall,clay_tile_dyed_black_wall,ported,name,
block,wallClayTileDyed,wallClayTileDyed,2,Magenta Clay Tiling Wall,clay_tile_dyed_magenta_wall,ported,name,
block,wallClayTileDyed,wallClayTileDyed,3,Light Blue Clay Tiling Wall,clay_tile_dyed_light_blue_wall,ported,name,
block,wallClayTileDyed,wallClayTileDyed,4,Yellow Clay Tiling Wall,clay_tile_dyed_yellow_wall,ported,name,
block,wallClayTileDyed,wallClayTileDyed,5,Lime Clay Tiling Wall,clay_tile_dyed_lime_wall,ported,name,
block,wallClayTileDyed,wallClayTileDyed,6,Pink Clay Tiling Wall,clay_tile_dyed_pink_wall,ported,name,
block,wallClayTileDyed,wallClayTileDyed,7,Gray Clay Tiling Wall,clay_tile_dyed_gray_wall,ported,name,
block,wallClayTileDyed,wallClayTileDyed,8,Light Gray Clay Tiling Wall,clay_tile_dyed_silver_wall,ported,name,
block,wallClayTileDyed,wallClayTileDyed,9,Cyan Clay Tiling Wall,clay_tile_dyed_cyan_wall,ported,name,
block,wall,wallStone,0,Mordor Rock Wall,mordor_rock_wall,ported,name,
block,wall,wallStone,1,Mordor Brick Wall,mordor_brick_wall,ported,name,
block,wall,wallStone,10,Galadhrim Brick Wall,galadhrim_brick_wall,ported,name,
block,wall,wallStone,11,Mossy Galadhrim Brick Wall,mossy_galadhrim_brick_wall,ported,name,
block,wall,wallStone,12,Cracked Galadhrim Brick Wall,cracked_galadhrim_brick_wall,ported,name,
block,wall,wallStone,13,Luigon Wall,blue_rock_wall,ported,name,
block,wall,wallStone,14,Luigon Brick Wall,blue_rock_brick_wall,ported,name,
block,wall,wallStone,15,Haradric Brick Wall,near_harad_brick_wall,ported,name,
block,wall,wallStone,2,Gondor Rock Wall,gondor_rock_wall,ported,name,
block,wall,wallStone,3,Gondor Brick Wall,gondor_brick_wall,ported,name,
block,wall,wallStone,4,Mossy Gondor Brick Wall,mossy_gondor_brick_wall,ported,name,
block,wall,wallStone,5,Cracked Gondor Brick Wall,cracked_gondor_brick_wall,ported,name,
block,wall,wallStone,6,Rohan Brick Wall,rohan_brick_wall,ported,name,
block,wall,wallStone,7,Dwarven Brick Wall,dwarven_brick_wall,ported,name,
block,wall,wallStone,8,Rohan Rock Wall,rohan_rock_wall,ported,name,
block,wall,wallStone,9,Cracked Mordor Brick Wall,cracked_mordor_brick_wall,ported,name,
block,wall2,wallStone2,0,Angmar Brick Wall,angmar_brick_wall,ported,name,
block,wall2,wallStone2,1,Cracked Angmar Brick Wall,cracked_angmar_brick_wall,ported,name,
block,wall2,wallStone2,10,Númenórean Brick Wall,numenorean_brick_wall,ported,name,
block,wall2,wallStone2,11,High Elven Brick Wall,high_elven_brick_wall,ported,name,
block,wall2,wallStone2,12,Mossy High Elven Brick Wall,mossy_high_elven_brick_wall,ported,name,
block,wall2,wallStone2,13,Cracked High Elven Brick Wall,cracked_high_elven_brick_wall,ported,name,
block,wall2,wallStone2,14,Dol Amroth Brick Wall,dol_amroth_brick_wall,ported,name,
block,wall2,wallStone2,15,Morwaith Brick Wall,morwaith_brick_wall,ported,name,
block,wall2,wallStone2,2,Cargon Wall,red_rock_wall,ported,name,
block,wall2,wallStone2,3,Cargon Brick Wall,red_rock_brick_wall,ported,name,
block,wall2,wallStone2,4,Arnor Brick Wall,arnor_brick_wall,ported,name,
block,wall2,wallStone2,5,Mossy Arnor Brick Wall,mossy_arnor_brick_wall,ported,name,
block,wall2,wallStone2,6,Cracked Arnor Brick Wall,cracked_arnor_brick_wall,ported,name,
block,wall2,wallStone2,7,Uruk Brick Wall,uruk_brick_wall,ported,name,
block,wall2,wallStone2,8,Dol Guldur Brick Wall,dol_guldur_brick_wall,ported,name,
block,wall2,wallStone2,9,Cracked Dol Guldur Brick Wall,cracked_dol_guldur_brick_wall,ported,name,
block,wall3,wallStone3,0,Wood-elven Brick Wall,wood_elven_brick_wall,ported,name,
block,wall3,wallStone3,1,Mossy Wood-elven Brick Wall,mossy_wood_elven_brick_wall,ported,name,
block,wall3,wallStone3,10,Dorwinion Brick Wall,dorwinion_brick_wall,ported,name,
block,wall3,wallStone3,11,Mossy Dorwinion Brick Wall,mossy_dorwinion_brick_wall,ported,name,
block,wall3,wallStone3,12,Cracked Dorwinion Brick Wall,cracked_dorwinion_brick_wall,ported,name,
block,wall3,wallStone3,13,Flowery Dorwinion Brick Wall,dorwinion_flowers_brick_wall,ported,name,
block,wall3,wallStone3,14,White Sandstone Wall,white_sandstone_wall,ported,name,
block,wall3,wallStone3,15,Rhûnic Brick Wall,rhun_brick_wall,ported,name,
block,wall3,wallStone3,2,Cracked Wood-elven Brick Wall,cracked_wood_elven_brick_wall,ported,name,
block,wall3,wallStone3,3,Cracked Haradric Brick Wall,near_harad_cracked_brick_wall,ported,name,
block,wall3,wallStone3,4,Red Haradric Brick Wall,near_harad_red_brick_wall,ported,name,
block,wall3,wallStone3,5,Cracked Red Haradric Brick Wall,near_harad_red_cracked_brick_wall,ported,name,
block,wall3,wallStone3,6,Chalk Wall,chalk_wall,ported,name,
block,wall3,wallStone3,7,Chalk Brick Wall,chalk_brick_wall,ported,name,
block,wall3,wallStone3,8,Mud Brick Wall,mud_brick_wall,ported,name,
block,wall3,wallStone3,9,Dalish Brick Wall,dale_brick_wall,ported,name,
block,wall4,wallStone4,0,Taurethrim Brick Wall,tauredain_brick_wall,ported,name,
block,wall4,wallStone4,1,Mossy Taurethrim Brick Wall,tauredain_mossy_brick_wall,ported,name,
block,wall4,wallStone4,10,Mossy Rhûnic Brick Wall,rhun_mossy_brick_wall,ported,name,
block,wall4,wallStone4,11,Cracked Rhûnic Brick Wall,rhun_cracked_brick_wall,ported,name,
block,wall4,wallStone4,12,Flowery Rhûnic Brick Wall,rhun_flowers_brick_wall,ported,name,
block,wall4,wallStone4,13,Red Rhûnic Brick Wall,rhun_red_brick_wall,ported,name,
block,wall4,wallStone4,14,Mossy Dalish Brick Wall,dale_mossy_brick_wall,ported,name,
block,wall4,wallStone4,15,Cracked Dalish Brick Wall,dale_cracked_brick_wall,ported,name,
block,wall4,wallStone4,2,Cracked Taurethrim Brick Wall,tauredain_cracked_brick_wall,ported,name,
block,wall4,wallStone4,3,Golden Taurethrim Brick Wall,tauredain_gold_brick_wall,ported,name,
block,wall4,wallStone4,4,Obsidian Taurethrim Brick Wall,tauredain_obsidian_brick_wall,ported,name,
block,wall4,wallStone4,5,Cracked Dwarven Brick Wall,cracked_dwarven_brick_wall,ported,name,
block,wall4,wallStone4,6,Obsidian Dwarven Brick Wall,obsidian_dwarven_brick_wall,ported,name,
block,wall4,wallStone4,7,Gondor Cobblebrick Wall,gondor_cobblebrick_wall,ported,name,
block,wall4,wallStone4,8,Mossy Gondor Cobblebrick Wall,mossy_gondor_cobblebrick_wall,ported,name,
block,wall4,wallStone4,9,Cracked Gondor Cobblebrick Wall,cracked_gondor_cobblebrick_wall,ported,name,
block,wall5,wallStone5,0,Umbar Brick Wall,umbar_brick_wall,ported,name,
block,wall5,wallStone5,1,Cracked Umbar Brick Wall,cracked_umbar_brick_wall,ported,name,
block,wall5,wallStone5,2,Snowy Angmar Brick Wall,angmar_snow_brick_wall,ported,name,
block,wall5,wallStone5,3,Mossy Dol Guldur Brick Wall,mossy_dol_guldur_brick_wall,ported,name,
block,wall5,wallStone5,4,Cracked Morwaith Brick Wall,cracked_morwaith_brick_wall,ported,name,
block,wallStoneV,wallStoneV,0,Stone Wall,stone_wall,ported,name,
block,wallStoneV,wallStoneV,1,Stone Brick Wall,,vanilla,override,user confirmed vanilla duplicate
block,wallStoneV,wallStoneV,2,Mossy Stone Brick Wall,,vanilla,override,user confirmed vanilla duplicate
block,wallStoneV,wallStoneV,3,Cracked Stone Brick Wall,cracked_stone_brick_wall,ported,name,
block,wallStoneV,wallStoneV,4,Sandstone Wall,,vanilla,override,user confirmed vanilla duplicate
block,wallStoneV,wallStoneV,5,Red Sandstone Wall,,vanilla,override,user confirmed vanilla duplicate
block,wallStoneV,wallStoneV,6,Brick Wall,,vanilla,override,user confirmed vanilla duplicate
block,wallStoneV,wallStoneV,7,Mossy Brick Wall,red_brick_mossy_wall,ported,name,
block,wallStoneV,wallStoneV,8,Cracked Brick Wall,red_brick_cracked_wall,ported,name,
block,wallUtumno,wallUtumno,0,Fire Utumno Brick Wall,fire_utumno_brick_wall,ported,name,
block,wallUtumno,wallUtumno,1,Ice Utumno Brick Wall,ice_utumno_brick_wall,ported,name,
block,wallUtumno,wallUtumno,2,Obsidian Utumno Brick Wall,obsidian_utumno_brick_wall,ported,name,
block,wallUtumno,wallUtumno,3,Ice Utumno Tiling Wall,utumno_ice_tile_brick_wall,ported,name,
block,wallUtumno,wallUtumno,4,Obsidian Utumno Tiling Wall,utumno_obsidian_tile_brick_wall,ported,name,
block,wallUtumno,wallUtumno,5,Fire Utumno Tiling Wall,utumno_fire_tile_brick_wall,ported,name,
block,furBed,wargFurBed,,,fur_bed,ported,id,
block,wasteBlock,wasteBlock,,Waste Block,waste_block,ported,name,
block,weaponRack,weaponRack,,Weapon Rack,weapon_rack,ported,name,
block,webUngoliant,webUngoliant,,Web of Ungoliant,web_ungoliant,ported,name,
block,whiteSand,whiteSand,,White Sand,white_sand,ported,name,
block,whiteSandstone,whiteSandstone,,White Sandstone,white_sandstone,ported,name,
block,willowVines,willowVines,,Willow Vines,willow_vines,ported,name,
block,wineGlassBlock,wineGlass,,,wine_glass_block,ported,id,
block,wood,wood,0,Shire Pine Wood,shire_pine_log,ported,name,
block,wood,wood,1,Mallorn Wood,mallorn_log,ported,name,
block,wood,wood,2,Mirk-oak Wood,mirk_oak_log,ported,name,
block,wood,wood,3,Charred Wood,charred_log,ported,name,
block,wood2,wood2,0,Lebethron Wood,lebethron_log,ported,name,
block,wood2,wood2,1,Beech Wood,beech_log,ported,name,
block,wood2,wood2,2,Holly Wood,holly_log,ported,name,
block,wood2,wood2,3,Banana Wood,banana_log,ported,name,
block,wood3,wood3,0,Maple Wood,maple_log,ported,name,
block,wood3,wood3,1,Larch Wood,larch_log,ported,name,
block,wood3,wood3,2,Date Palm Wood,date_palm_log,ported,name,
block,wood3,wood3,3,Mangrove Wood,mangrove_log,ported,name,
block,wood4,wood4,0,Chestnut Wood,chestnut_log,ported,name,
block,wood4,wood4,1,Baobab Wood,baobab_log,ported,name,
block,wood4,wood4,2,Cedar Wood,cedar_log,ported,name,
block,wood4,wood4,3,Fir Wood,fir_log,ported,name,
block,wood5,wood5,0,Pine Wood,pine_log,ported,name,
block,wood5,wood5,1,Lemon Wood,lemon_log,ported,name,
block,wood5,wood5,2,Orange Wood,orange_log,ported,name,
block,wood5,wood5,3,Lime Wood,lime_log,ported,name,
block,wood6,wood6,0,Mahogany Wood,mahogany_log,ported,name,
block,wood6,wood6,1,Willow Wood,willow_log,ported,name,
block,wood6,wood6,2,Cypress Wood,cypress_log,ported,name,
block,wood6,wood6,3,Olive Wood,olive_log,ported,name,
block,wood7,wood7,0,Aspen Wood,aspen_log,ported,name,
block,wood7,wood7,1,Green-oak Wood,green_oak_log,ported,name,
block,wood7,wood7,2,Lairelossë Wood,lairelosse_log,ported,name,
block,wood7,wood7,3,Almond Wood,almond_log,ported,name,
block,wood8,wood8,0,Plum Wood,plum_log,ported,name,
block,wood8,wood8,1,Redwood Wood,redwood_log,ported,name,
block,wood8,wood8,2,Pomegranate Wood,pomegranate_log,ported,name,
block,wood8,wood8,3,Palm Wood,palm_log,ported,name,
block,wood9,wood9,0,Dragonblood Wood,dragon_log,ported,name,
block,wood9,wood9,1,Kanuka Wood,kanuka_log,ported,name,
block,woodBeam1,woodBeam1,0,Shire Pine Wood Beam,shire_pine_beam,ported,name,
block,woodBeam1,woodBeam1,1,Mallorn Wood Beam,mallorn_beam,ported,name,
block,woodBeam1,woodBeam1,2,Mirk-oak Wood Beam,mirk_oak_beam,ported,name,
block,woodBeam1,woodBeam1,3,Charred Wood Beam,charred_beam,ported,name,
block,woodBeam2,woodBeam2,0,Lebethron Wood Beam,lebethron_beam,ported,name,
block,woodBeam2,woodBeam2,1,Beech Wood Beam,beech_beam,ported,name,
block,woodBeam2,woodBeam2,2,Holly Wood Beam,holly_beam,ported,name,
block,woodBeam2,woodBeam2,3,Banana Wood Beam,banana_beam,ported,name,
block,woodBeam3,woodBeam3,0,Maple Wood Beam,maple_beam,ported,name,
block,woodBeam3,woodBeam3,1,Larch Wood Beam,larch_beam,ported,name,
block,woodBeam3,woodBeam3,2,Date Palm Wood Beam,date_palm_beam,ported,name,
block,woodBeam3,woodBeam3,3,Mangrove Wood Beam,mangrove_beam,ported,name,
block,woodBeam4,woodBeam4,0,Chestnut Wood Beam,chestnut_beam,ported,name,
block,woodBeam4,woodBeam4,1,Baobab Wood Beam,baobab_beam,ported,name,
block,woodBeam4,woodBeam4,2,Cedar Wood Beam,cedar_beam,ported,name,
block,woodBeam4,woodBeam4,3,Fir Wood Beam,fir_beam,ported,name,
block,woodBeam5,woodBeam5,0,Pine Wood Beam,pine_beam,ported,name,
block,woodBeam5,woodBeam5,1,Lemon Wood Beam,lemon_beam,ported,name,
block,woodBeam5,woodBeam5,2,Orange Wood Beam,orange_beam,ported,name,
block,woodBeam5,woodBeam5,3,Lime Wood Beam,lime_beam,ported,name,
block,woodBeam6,woodBeam6,0,Mahogany Wood Beam,mahogany_beam,ported,name,
block,woodBeam6,woodBeam6,1,Willow Wood Beam,willow_beam,ported,name,
block,woodBeam6,woodBeam6,2,Cypress Wood Beam,cypress_beam,ported,name,
block,woodBeam6,woodBeam6,3,Olive Wood Beam,olive_beam,ported,name,
block,woodBeam7,woodBeam7,0,Aspen Wood Beam,aspen_beam,ported,name,
block,woodBeam7,woodBeam7,1,Green-oak Wood Beam,green_oak_beam,ported,name,
block,woodBeam7,woodBeam7,2,Lairelossë Wood Beam,lairelosse_beam,ported,name,
block,woodBeam7,woodBeam7,3,Almond Wood Beam,almond_beam,ported,name,
block,woodBeam8,woodBeam8,0,Plum Wood Beam,plum_beam,ported,name,
block,woodBeam8,woodBeam8,1,Redwood Wood Beam,redwood_beam,ported,name,
block,woodBeam8,woodBeam8,2,Pomegranate Wood Beam,pomegranate_beam,ported,name,
block,woodBeam8,woodBeam8,3,Palm Wood Beam,palm_beam,ported,name,
block,woodBeam9,woodBeam9,0,Dragonblood Wood Beam,dragon_beam,ported,name,
block,woodBeam9,woodBeam9,1,Kanuka Wood Beam,kanuka_beam,ported,name,
block,woodBeamFruit,woodBeamFruit,0,Apple Wood Beam,apple_beam,ported,name,
block,woodBeamFruit,woodBeamFruit,1,Pear Wood Beam,pear_beam,ported,name,
block,woodBeamFruit,woodBeamFruit,2,Cherry Wood Beam,cherry_beam,ported,name,
block,woodBeamFruit,woodBeamFruit,3,Mango Wood Beam,mango_beam,ported,name,
block,woodBeamRotten,woodBeamRotten,0,Rotten Wood Beam,rotten_beam,ported,name,
block,woodBeamS,woodBeamS,0,Rohan Wood Beam,rohan_beam,ported,name,
block,woodBeamS,woodBeamS,1,Gold-trimmed Rohan Wood Beam,rohan_gold_beam,ported,name,
block,woodBeamV1,woodBeamV1,0,Oak Wood Beam,oak_beam,ported,name,
block,woodBeamV1,woodBeamV1,1,Spruce Wood Beam,spruce_beam,ported,name,
block,woodBeamV1,woodBeamV1,2,Birch Wood Beam,birch_beam,ported,name,
block,woodBeamV1,woodBeamV1,3,Jungle Wood Beam,jungle_beam,ported,name,
block,woodBeamV2,woodBeamV2,0,Acacia Wood Beam,acacia_beam,ported,name,
block,woodBeamV2,woodBeamV2,1,Dark Oak Wood Beam,dark_oak_beam,ported,name,
block,woodElfBars,woodElfBars,,Wood-elven Steel Bars,wood_elf_bars,ported,name,
block,woodElfWoodBars,woodElfWoodBars,,Wood-elven Wood-bars,wood_elf_wood_bars,ported,name,
block,woodElvenBed,woodElvenBed,,,wood_elven_bed,ported,id,
block,woodElvenTable,woodElvenCraftingTable,,Wood-elven Crafting Table,wood_elven_crafting_table,ported,name,
block,woodElvenTorch,woodElvenTorch,,Wood-elven Torch,wood_elven_torch,ported,name,
block,woodPlateBlock,woodPlate,,,wooden_plate,ported,override,
block,woodSlabDouble,woodSlabDouble,,,,merged,rule,double slab is a slab block state in modern MC
block,woodSlabDouble2,woodSlabDouble2,,,,merged,rule,double slab is a slab block state in modern MC
block,woodSlabDouble3,woodSlabDouble3,,,,merged,rule,double slab is a slab block state in modern MC
block,woodSlabDouble4,woodSlabDouble4,,,,merged,rule,double slab is a slab block state in modern MC
block,woodSlabDouble5,woodSlabDouble5,,,,merged,rule,double slab is a slab block state in modern MC
block,woodSlabSingle,woodSlabSingle,0,Shire Pine Wood Slab,shire_pine_slab,ported,name,
block,woodSlabSingle,woodSlabSingle,1,Mallorn Wood Slab,mallorn_slab,ported,name,
block,woodSlabSingle,woodSlabSingle,2,Mirk-oak Wood Slab,mirk_oak_slab,ported,name,
block,woodSlabSingle,woodSlabSingle,3,Charred Wood Slab,charred_slab,ported,name,
block,woodSlabSingle,woodSlabSingle,4,Apple Wood Slab,apple_slab,ported,name,
block,woodSlabSingle,woodSlabSingle,5,Pear Wood Slab,pear_slab,ported,name,
block,woodSlabSingle,woodSlabSingle,6,Cherry Wood Slab,cherry_slab,ported,name,
block,woodSlabSingle,woodSlabSingle,7,Mango Wood Slab,mango_slab,ported,name,
block,woodSlabSingle2,woodSlabSingle2,0,Lebethron Wood Slab,lebethron_slab,ported,name,
block,woodSlabSingle2,woodSlabSingle2,1,Beech Wood Slab,beech_slab,ported,name,
block,woodSlabSingle2,woodSlabSingle2,2,Holly Wood Slab,holly_slab,ported,name,
block,woodSlabSingle2,woodSlabSingle2,3,Banana Wood Slab,banana_slab,ported,name,
block,woodSlabSingle2,woodSlabSingle2,4,Maple Wood Slab,maple_slab,ported,name,
block,woodSlabSingle2,woodSlabSingle2,5,Larch Wood Slab,larch_slab,ported,name,
block,woodSlabSingle2,woodSlabSingle2,6,Date Palm Wood Slab,date_palm_slab,ported,name,
block,woodSlabSingle2,woodSlabSingle2,7,Mangrove Wood Slab,mangrove_slab,ported,name,
block,woodSlabSingle3,woodSlabSingle3,0,Chestnut Wood Slab,chestnut_slab,ported,name,
block,woodSlabSingle3,woodSlabSingle3,1,Baobab Wood Slab,baobab_slab,ported,name,
block,woodSlabSingle3,woodSlabSingle3,2,Cedar Wood Slab,cedar_slab,ported,name,
block,woodSlabSingle3,woodSlabSingle3,3,Fir Wood Slab,fir_slab,ported,name,
block,woodSlabSingle3,woodSlabSingle3,4,Pine Wood Slab,pine_slab,ported,name,
block,woodSlabSingle3,woodSlabSingle3,5,Lemon Wood Slab,lemon_slab,ported,name,
block,woodSlabSingle3,woodSlabSingle3,6,Orange Wood Slab,orange_slab,ported,name,
block,woodSlabSingle3,woodSlabSingle3,7,Lime Wood Slab,lime_slab,ported,name,
block,woodSlabSingle4,woodSlabSingle4,0,Mahogany Wood Slab,mahogany_slab,ported,name,
block,woodSlabSingle4,woodSlabSingle4,1,Willow Wood Slab,willow_slab,ported,name,
block,woodSlabSingle4,woodSlabSingle4,2,Cypress Wood Slab,cypress_slab,ported,name,
block,woodSlabSingle4,woodSlabSingle4,3,Olive Wood Slab,olive_slab,ported,name,
block,woodSlabSingle4,woodSlabSingle4,4,Aspen Wood Slab,aspen_slab,ported,name,
block,woodSlabSingle4,woodSlabSingle4,5,Green-oak Wood Slab,green_oak_slab,ported,name,
block,woodSlabSingle4,woodSlabSingle4,6,Lairelossë Wood Slab,lairelosse_slab,ported,name,
block,woodSlabSingle4,woodSlabSingle4,7,Almond Wood Slab,almond_slab,ported,name,
block,woodSlabSingle5,woodSlabSingle5,0,Plum Wood Slab,plum_slab,ported,name,
block,woodSlabSingle5,woodSlabSingle5,1,Redwood Wood Slab,redwood_slab,ported,name,
block,woodSlabSingle5,woodSlabSingle5,2,Pomegranate Wood Slab,pomegranate_slab,ported,name,
block,woodSlabSingle5,woodSlabSingle5,3,Palm Wood Slab,palm_slab,ported,name,
block,woodSlabSingle5,woodSlabSingle5,4,Dragonblood Wood Slab,dragon_slab,ported,name,
block,woodSlabSingle5,woodSlabSingle5,5,Kanuka Wood Slab,kanuka_slab,ported,name,
block,yamCrop,yam,,,yam_crop,ported,id,
item,aleHorn,aleHorn,,Ale Horn,ale_horn,ported,name,also: ale_horn_block
item,aleHornGold,aleHornGold,,Golden Ale Horn,golden_ale_horn,ported,name,also: golden_ale_horn_block
item,almond,almond,,Almond,almond,ported,name,
item,amber,amber,,Amber,amber,ported,name,
item,amethyst,amethyst,,Amethyst,amethyst,ported,name,
item,ancientItem,ancient,0,Ancient Sword,ancient_sword,ported,name,
item,ancientItem,ancient,1,Ancient Dagger,ancient_dagger,ported,name,
item,ancientItem,ancient,2,Ancient Helmet,ancient_helmet,ported,name,
item,ancientItem,ancient,3,Ancient Chestplate,ancient_chestplate,ported,name,
item,ancientItem,ancient,4,Ancient Leggings,ancient_leggings,ported,name,
item,ancientItem,ancient,5,Ancient Boots,ancient_boots,ported,name,
item,ancientItemParts,ancientParts,0,Ancient Sword Tip,ancient_sword_tip,ported,name,
item,ancientItemParts,ancientParts,1,Ancient Sword Blade,ancient_sword_blade,ported,name,
item,ancientItemParts,ancientParts,2,Ancient Sword Hilt,ancient_sword_hilt,ported,name,
item,ancientItemParts,ancientParts,3,Ancient Armor Plate,ancient_armor_plate,ported,name,
item,anduril,anduril,,Andúril,anduril,ported,name,
item,appleCrumbleItem,appleCrumble,,Apple Crumble,apple_crumble,ported,name,
item,appleGreen,appleGreen,,Apple,green_apple,ported,name,
item,armorStandItem,armorStand,,Armor Stand,,excluded,rule,
item,arrowPoisoned,arrowPoisoned,,Poisoned Arrow,poisoned_arrow,ported,name,
item,axeAngmar,axeAngmar,,Angmar Axe,angmar_axe,ported,name,
item,axeBlueDwarven,axeBlueDwarven,,Blue Dwarven Axe,blue_dwarven_axe,ported,name,
item,axeBronze,axeBronze,,Bronze Axe,bronze_axe,ported,name,
item,axeDolGuldur,axeDolGuldur,,Dol Guldur Axe,dol_guldur_axe,ported,name,
item,axeDwarven,axeDwarven,,Dwarven Axe,dwarven_axe,ported,name,
item,axeElven,axeElven,,Galadhrim Axe,galadhrim_axe,ported,name,
item,axeHighElven,axeHighElven,,Lindon Axe,lindon_axe,ported,name,
item,axeMallorn,axeMallorn,,Mallorn Axe,mallorn_axe,ported,name,
item,axeMithril,axeMithril,,Mithril Axe,mithril_axe,ported,name,
item,axeOrc,axeOrc,,Mordor Axe,mordor_axe,ported,name,
item,axeRivendell,axeRivendell,,Rivendell Axe,rivendell_axe,ported,name,
item,axeTauredain,axeTauredain,,Taurethrim Axe,taurethrim_axe,ported,name,
item,axeUruk,axeUruk,,Uruk Axe,uruk_axe,ported,name,
item,axeWoodElven,axeWoodElven,,Wood-elven Axe,wood_elven_axe,ported,name,
item,balrogFire,balrogFire,,Flame of Udûn,flame_of_udun,ported,name,
item,balrogWhip,balrogWhip,,Balrog Whip,balrog_whip,ported,name,
item,banana,banana,,Banana,banana,ported,name,also: banana_block
item,bananaBread,bananaBread,,Banana Bread,banana_bread,ported,name,
item,bananaCakeItem,bananaCake,,Banana Cake,banana_cake,ported,name,
item,banner,banner,angmar,Banner of Angmar,angmar_banner,ported,name,also: angmar_wall_banner
item,banner,banner,anorien,Banner of Anórien,anorien_banner,ported,name,also: anorien_wall_banner
item,banner,banner,blackUruk,Banner of the Black Uruks,black_uruk_banner,ported,name,also: black_uruk_wall_banner
item,banner,banner,blackrootVale,Banner of Blackroot Vale,blackroot_vale_banner,ported,name,also: blackroot_vale_wall_banner
item,banner,banner,blueMountains,Banner of the Blue Mountains,blue_mountains_banner,ported,name,also: blue_mountains_wall_banner
item,banner,banner,bree,Banner of Bree-land,bree_banner,ported,name,also: bree_wall_banner
item,banner,banner,dale,Banner of Dale,dale_banner,ported,name,also: dale_wall_banner
item,banner,banner,dolAmroth,Banner of Dol Amroth,dol_amroth_banner,ported,name,also: dol_amroth_wall_banner
item,banner,banner,dolGuldur,Banner of Dol Guldur,dol_guldur_banner,ported,name,also: dol_guldur_wall_banner
item,banner,banner,dorwinion,Banner of Dorwinion,dorwinion_banner,ported,name,also: dorwinion_wall_banner
item,banner,banner,dunland,Banner of Dunland,dunland_banner,ported,name,also: dunland_wall_banner
